basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4541063,ca.proc.d.2012-10-24.14704.0,2012-10-24,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,,,,"It being Wednesday, we will now have the singing of the national anthem led by the hon. member for Vancouver Quadra.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4541064,ca.proc.d.2012-10-24.14704.1,2012-10-24,eaa6694f-1e20-4aae-ad3b-e694b0e12c59,9187,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",,Statements By Members,Foreign Investment,,"Mr. Speaker, here is your 60-second briefing on the Canada-China investment treaty, the most significant treaty of its kind since NAFTA. 
I requested a technical briefing from the Minister of International Trade on September 27. I got it one hour ago, so I can update folks.
It confirms that Chinese state-owned enterprises would have the right to complain and charge for damages for decisions made in Canada by municipal, provincial, territorial or federal governments. It confirms this treaty will apply, at minimum, till 2027 and potentially till 2042, and China can complain of anything it feels is arbitrary.
It will be of greater benefit to Chinese investors in Canada than to Canadian investors in China. 
No province has been asked if it approved of this agreement. 
Yesterday, the Prime Minister asked that members of this place should acquaint themselves with the treaty. I have. It threatens our security, our sovereignty and our democracy. Yet this 60 seconds will be the only briefing the House gets.",Green,Saanich--Gulf Islands,Elizabeth May,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=eaa6694f-1e20-4aae-ad3b-e694b0e12c59&Language=E&Section=ALL
4541065,ca.proc.d.2012-10-24.14704.2,2012-10-24,07e5eac1-e115-483c-bb86-972736ca953d,609,"Mr. LaVar Payne (Medicine Hat, CPC)",,Statements By Members,Small Business Awards,,"Mr. Speaker, it is with great privilege that I stand here today to congratulate the winners of the 2012 small business awards in my riding. Small Business Week gives us a chance to publicly recognize the contributions of small businesses to our local and national economy.
With that in mind, I would like to highlight Fortress Hair &amp; Spa of Brooks for winning the business of the year award, under 20 employees; Armando's Restaurant of Bassano for winning the rural business of the year award; the Eastern Irrigation District for winning the small business of the year award, over 20 employees; Deerview Meats for winning the new business of the year award; LimeLitez Dance Academy for winning the youth entrepreneur award; Paradise Valley Golf Course for winning the small business of the year award; Quality Inn for winning the employer of persons with disabilities award; and LMT Enterprises Ltd. for winning the large business of the year award.
I, along with my wife Micheline, offer sincere congratulations to the winners and wish them the best of luck in the coming year.",Conservative,Medicine Hat,LaVar Payne,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=07e5eac1-e115-483c-bb86-972736ca953d&Language=E&Section=ALL
4541066,ca.proc.d.2012-10-24.14704.3,2012-10-24,ed49dd5f-e734-4267-a451-422ef9f0e95b,8661,"Mr. Tarik Brahmi (Saint-Jean, NDP)",,Statements By Members,Fort Lennox National Historic Site,,"Mr. Speaker, on September 14, 2012, I attended a ceremony in Saint-Paul-de-l'Île-aux-Noix that was also attended by the Prime Minister, who came not only to commemorate the War of 1812, but also to honour all of the regiments that fought to protect the Richelieu valley. 
I wish to commend the tremendous contribution made by the mayors of Saint-Paul-de-l'Île-aux-Noix and Lacolle, Gérard Dutil and Yves Duteau, who made the celebration a resounding success.
The great irony, however, is that this beautiful historic site has been the victim of cuts to Parks Canada staff, cuts that affect the people who run Fort Lennox every day. These unjustified cuts are further proof that the Conservative government believes that historic sites can be showcased by getting rid of staff.
If the Prime Minister was serious about the importance of Fort Lennox, how could he authorize these cuts at this Parks Canada heritage site?
I therefore wish to ask the government to reverse its decision and bring those jobs back to Fort Lennox.",New Democratic Party,Saint-Jean,Tarik Brahmi,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ed49dd5f-e734-4267-a451-422ef9f0e95b&Language=E&Section=ALL
4541067,ca.proc.d.2012-10-24.14704.4,2012-10-24,2ad956d3-39dd-4cf1-858b-0bf1a1b02ee4,9152,"Mr. David Wilks (Kootenay—Columbia, CPC)",,Statements By Members,Queen's Diamond Jubilee Medals,,"Mr. Speaker, over the past few months I have had the honour of presenting 30 Queen's Diamond Jubilee Medals throughout the Kootenay—Columbia riding.
I would, however, like to speak about one individual for whom I have great respect and admiration. Mr. Bob Doratty, who is now 97, landed on Juno Beach on June 6, 1944 in the final push by our Canadian troops to liberate Europe from German occupation. Bob was 27 years old on that historic day. His platoon was one of the first to land on Juno Beach. He received a Commendation medal from General Montgomery.
Upon returning to Canada after the war he married his bride, Molly, and together they just celebrated their 65th wedding anniversary.
There are not many veterans left from Juno Beach. As we approach Remembrance Day, I, along with all Canadians, will pay homage to all members, past and present, of the armed forces for their service. 
I would like to extend a special thanks to Bob Doratty for all he has done for Canada.",Conservative,Kootenay--Columbia,David Wilks,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2ad956d3-39dd-4cf1-858b-0bf1a1b02ee4&Language=E&Section=ALL
4541068,ca.proc.d.2012-10-24.14704.5,2012-10-24,550141c4-bdc7-48ea-9e5e-6b40f5ad1bed,100,"Hon. Mark Eyking (Sydney—Victoria, Lib.)",,Statements By Members,Sydney Tar Ponds,,"Mr. Speaker, Sydney started producing steel in the early 1900s and became the second largest producer in Canada. After a century of production, it closed, leaving the largest toxic site in North America.
On May 12, 2004, the Paul Martin government and the John Hamm government of Nova Scotia announced $400 million to clean up the site. 
Thanks to the community's patience, the liaison committee's dedication, various departments, contractors' work and the Cape Breton Regional Municipality's co-operation, the Sydney tar ponds and coke ovens site cleanup is on budget and on time. 
Just recently, the tar ponds agency received a very prestigious award for its success. The Brownie award is given to the best cleanup project of a brownfield site in Canada. The people of Sydney are now planning future uses for the completed site. Walking trails, sport facilities, offices and recreation centres are proposed.
I stand in the House today to thank all those involved in the cleanup. It is with honour that we as Cape Bretoners can finally say that the Sydney tar ponds are no more.",Liberal,Sydney--Victoria,Mark Eyking,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=550141c4-bdc7-48ea-9e5e-6b40f5ad1bed&Language=E&Section=ALL
4541069,ca.proc.d.2012-10-24.14704.6,2012-10-24,1d953ce9-12d9-447d-8d59-90b2338a59f0,446,"Mr. Rick Norlock (Northumberland—Quinte West, CPC)",,Statements By Members,Brighton Cenotaph,,"Mr. Speaker, this past Saturday I had the honour and privilege of attending the dedication of the new cenotaph in the municipality of Brighton in my riding of Northumberland—Quinte West.
This new monument was made possible by a caring and hard-working Brighton Memorial Park and Cenotaph Committee, chaired by retired General Ian Douglas, as well as a grant from our government's community war memorial program and the citizens of Brighton.
I applaud the community of Brighton for providing this special war and peacekeeping memorial. With Remembrance Day drawing closer, I cannot think of a better time to honour the achievements and contributions of those who served our country and made the supreme sacrifice for our freedom.
I would like to take this opportunity to thank the Royal Canadian Legion Branch 100 and the Municipality of Brighton for investing their hard work into the restoration and rededication of the Brighton cenotaph.
We shall remember them.",Conservative,Northumberland--Quinte West,Rick Norlock,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1d953ce9-12d9-447d-8d59-90b2338a59f0&Language=E&Section=ALL
4541070,ca.proc.d.2012-10-24.14704.7,2012-10-24,c846297d-8bc7-4e69-b6eb-31d0e19f7ec1,554,"Mr. Jack Harris (St. John's East, NDP)",,Statements By Members,Search and Rescue,,"Mr. Speaker, the Swedish Maritime Administration is replacing its fleet of search and rescue helicopters from the same manufacturer of the Cormorants used by the Canadian Forces for search and rescue in Canada.
This group is the authority for maritime and aeronautical search and rescue services in Sweden where, like in Canada, rescue helicopters are on standby for search and rescue operations both at sea and over land. There the comparison ends.
Sweden is only one-twentieth the size of Canada and its population is less than a third of ours. Yet they have five primary SAR stations with helicopters, while we only have four. They are on duty 24/7, all year, and must have a helicopter in the air within 15 minutes after they have been alerted. In Canada, the response standard is 30 minutes from 8 o'clock to 4 o'clock on weekdays and two hours at all other times.
In June, a specific motion to adopt a 30-minute response standard, 24/7, year-round, was before the House and the Conservatives, every one of them, voted against it.",New Democratic Party,St. John's East,Jack Harris,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c846297d-8bc7-4e69-b6eb-31d0e19f7ec1&Language=E&Section=ALL
4541071,ca.proc.d.2012-10-24.14704.8,2012-10-24,77945d39-8e4a-4fd1-9786-441ff928f6f9,452,"Mr. Bev Shipley (Lambton—Kent—Middlesex, CPC)",,Statements By Members,Youngest Lake Ontario Swimmer,,"Mr. Speaker, I rise today to recognize Annaleise Carr from the riding of Haldimand—Norfolk. Last August, Annaleise, at age 14, was the youngest swimmer to make the 52-kilometre journey across Lake Ontario.
A strong heart was needed for Annaleise's 27-hour journey through high waves and cold currents. An even stronger heart is one that undertakes this journey for the benefit of others. Her mission to raise $30,000 for the great work that Camp Trillium does to help children with cancer and their families improve their quality of life turned into an amazing $230,000, and still counting.
Annaleise, a true ambassador for Canadian youth, recently earned the Spirit of Sport Story of the Year award.
Annaleise is here in Ottawa today. Please join me in saluting this incredible young woman and those around her who helped make the trip possible.",Conservative,Lambton--Kent--Middlesex,Bev Shipley,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=77945d39-8e4a-4fd1-9786-441ff928f6f9&Language=E&Section=ALL
4541072,ca.proc.d.2012-10-24.14704.9,2012-10-24,7d85bbdb-4d0c-47c4-a61c-a88b99aaf628,411,"Mr. Rod Bruinooge (Winnipeg South, CPC)",,Statements By Members,Saint Kateri Tekakwitha,,"Mr. Speaker, I rise today to honour Kateri Tekakwitha, who was canonized as Canada's first aboriginal saint this past Sunday in Vatican City.
It was a true honour to be with our Canadian delegation, led by our Speaker, and alongside nearly 3,000 first nations people and many Canadian Roman Catholics to celebrate as Pope Benedict the 16th bestowed the highest honour of the Catholic faith upon Blessed Kateri.
Despite facing persecution and illness, Saint Kateri never wavered in her faith and demonstrated a strength of spirit and character far beyond her years. After fleeing from persecution in what is now New York state, Saint Kateri spent her time teaching prayers to children and caring for the sick and the elderly. Her inspiring example of devotion to her faith has lived on for more than 350 years and will now be recognized world over due to her elevation to sainthood.
On behalf of Canadian Roman Catholics and first nations people, as well as the wider Christian community, I would like to express my sincere thanks to Pope Benedict the 16th and the Roman Catholic Church for the canonization of Kateri Tekakwitha.",Conservative,Winnipeg South,Rod Bruinooge,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7d85bbdb-4d0c-47c4-a61c-a88b99aaf628&Language=E&Section=ALL
