basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3904538,ca.proc.d.1992-04-09.1,1992-04-09,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3904539,ca.proc.d.1992-04-09.1.1,1992-04-09,,,,subtopic,ROUTINE PROCEEDINGS,CANADIAN ENVIRONMENTAL PROTECTION ACT,,,,,,
3904540,ca.proc.d.1992-04-09.1.1.1.1,1992-04-09,fe696a31-aed5-4b2a-87c5-cce81f2593c2,ca.m.9362,Hon. Pauline Browes (Minister of State (Environment)):,Minister of State (Environment),ROUTINE PROCEEDINGS,CANADIAN ENVIRONMENTAL PROTECTION ACT,TABLING OF SECOND REPORT,"Mr. Speaker, the Canadian Environmental Protection Act established the legislative mandate for collecting, analysing, and reporting environmental information and providing that information in a report to Canadians.
Therefore it is my great honour today to table, in both official languages, the second report on the state of Canada's environment.

",Progressive Conservative,,Pauline Browes,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fe696a31-aed5-4b2a-87c5-cce81f2593c2&Language=E&Section=ALL
3904541,ca.proc.d.1992-04-09.1.2,1992-04-09,,,,subtopic,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,,,,,
3904542,ca.proc.d.1992-04-09.1.2.1,1992-04-09,c01cb0a2-a49b-411f-9044-0b36dc465d38,ca.m.245,Mr. Lee Richardson (Parliamentary Secretary to Minister of TVansport):,Parliamentary Secretary to the Minister of Transport,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,"Mr. Speaker, pursuant to Standing Orders 36(8), I have the honour to table, in both official languages, the government's response to 12 petitions.
[Editor's Note: See today's Votes and Proceedings.]


75TH ANNIVERSARY OF BATTLE OF VIMY RIDGE

",Progressive Conservative,,Lee Richardson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c01cb0a2-a49b-411f-9044-0b36dc465d38&Language=E&Section=ALL
3904543,ca.proc.d.1992-04-09.1.2.2,1992-04-09,29e3fa33-f542-476f-88d3-d7da7d2f2404,ca.m.8222,Hon. Mary Collins (Associate Minister of National Defence and Minister responsible for the Status of Women):,Minister responsible for the Status of Women; Associate Minister of National Defence,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,"Mr. Speaker, today, Canada is commemorating
the 75th anniversary of the battle of Vimy Ridge, the most important military victory in our history.
Just hours ago, the Prime Minister and the President of France stood before the Vimy Memorial and spoke of the significance of that success.

Mr. Speaker, as your father and three of your uncles were with the Canadian Corps in France, you will certainly know the importance of the Vimy victory reached beyond the battlefields of France and Belgium.
Vimy was the first time all four divisions of the Canadian Corps fought together as a single force. The enemy had held Vimy Ridge against all comers and it would become the graveyard of well over 100,000 allied troops.
Yet, 75 years ago today, the Canadian Corps stormed into the history books. The snow and rain shielding their successful advance was like the weather at home. The tactics were also all Canadian, innovative, well rehearsed, and involving every one from general to private in the battle plan.
The capture of Vimy Ridge changed our nation. Domestically it confirmed that our pioneering people were capable of meeting any challenge. Internationally we were soon more than just a junior partner.
Today 14 veterans of Vimy, ranging in age from 91 to 101, are back at the battleground of their youth. They are being accompanied by veterans who followed in their tradition, the soldiers who took part in the Dieppe raid 50 years ago, where once again Canadians were chosen to lead an allied assault.
Last Sunday I had the honour of meeting our Vimy veterans. At the service at the National War Memorial the rabbi spoke of both the pain and the pride. How right he is. The pain obviously comes from the memory of so many friends, over 3,500 Canadians, who were killed and the bereaved families in need of comforting. The pride comes from the knowledge that they were the peacemakers of their time, the nation-builders of their day.

April 9, 1992
Routine Proceedings
Shortly after the end of the First World War an inscription was placed on a panel in the Peace Tower in this very building. It reads:
They are too near to be great, but our children shall understand
when and how our fate was changed, and by whose hand.
Last Sunday I shook hands with 14 of the men who were there on that Easter Monday in a battle which was described by Brigadier-General Alexander Ross, commander the 28th battalion at Vimy:
It was Canada from Atlantic to Pacific on parade. I thought then
that in those few moments, I witnessed the birth of a nation.

",Progressive Conservative,,Mary Collins,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=29e3fa33-f542-476f-88d3-d7da7d2f2404&Language=E&Section=ALL
3904544,ca.proc.d.1992-04-09.1.2.3,1992-04-09,1e73027c-405a-4806-a0f7-4883a47a70f9,ca.m.6264,Mr. George Proud (Hillsborough):,,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,"Mr. Speaker, as was stated, 75 years ago, during the few days between the first assault and the time when the guns fell silent at Vimy Ridge, close to 4,000 young Canadians lay dead. History has shown that their sacrifice was not in vain.
We all know that what they accomplished on those cold April mornings was twofold. They captured a prime military objective, one which had earlier defied the efforts of both the French and the British. They also showed, during those few bloody days, that Canadians, working together as a team, were disciplined, motivated and could be counted on to get the job done.
We honour them today, both for the military victory, which helped an ally in a time of need and made Canada, in the words of my hon. colleague, an equal partner.
We honour them for being the first Canadians to go into battle, united as a single force. They were indeed among our nation builders.
We must never forget the lesson of Vimy Ridge. Canadians, working together, can accomplish what others fail to do. Let us not permit the forces, which would divide us, to make a mockery of the sacrifices that those Canadians made when they are called on to do so.
Today, we honour those valiant Canadians still alive from the battle of Vimy Ridge and we also remember those who did not return. Let us honour their memory by making sure that the Canada they fought and died for remains strong, united and free. To do less would be, in the words of the poet, John McCrae, ""to break faith with those who die"". This we must never do. The greatest memorial we can erect in their memory is a united country.

",Liberal,,George Albert Proud,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1e73027c-405a-4806-a0f7-4883a47a70f9&Language=E&Section=ALL
3904545,ca.proc.d.1992-04-09.1.2.4,1992-04-09,5fe02b34-43c8-48d3-a5a8-013554a3ef13,ca.m.4,Mr. Les Benjamin (Regina-Lumsden):,,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,"Mr. Speaker, I rise on behalf of my colleagues to pay tribute to all who fought for Vimy Ridge during more than two years of that war.
Vimy Ridge was a victory others were not able to accomplish. I do not denigrate their efforts; over 100,000 allied troops ended in the graveyard at Vimy Ridge. When Canadians were ordered to try to take it, they were smart enough to spend weeks in planning and preparation.
I remember reading years ago about the kind of planning and preparation that was carried out. One of the most notable was the miles and miles of tunnels that were dug, tunnels that started well to the rear and up to where German lines on Vimy Ridge began.
This made the operation all the more Canadian since hundreds of them who had some experience in this kind of endeavour were assigned to this dirty, wet and miserable task. Mr. Speaker, you will know among the tunnelers were miners from Quebec and northern Ontario and other parts of Canada. They knew what to do and how to do it.
It was the first time Canadians fought together as a unit: four divisions, about 60,000 soldiers. When you add to that the support groups required to ensure success, it had to amount to about 100,000 Canadians directly involved, nursing sisters, medical and first aid staff, thousands in the service corps who spent many weeks of preparation, hauling and stockpiling supplies with horses and trucks and on their backs. In frost and mud, they brought in food, medical supplies and equipment, ammunition of all kinds, clothes, especially socks and boots and there was never enough.
If you put all those contributions together, it added up to a victory equal to, if not greater than, any other in that war. But it was a victory of great cost in lives and suffering; over 3,000 killed and 8,000 wounded, a casualty rate of more than 10 per cent. But one thing we can be thankful for, that if it had not been for the planning and preparation as well as the courage, the casualties would have been much greater and we might not have won.
We honour their memory, and our country must always do so. I believe the best way we can honour all those who took part, and especially those who died or
April 9, 1992

Routine Proceedings
suffered wounds, is to implement and enlarge on the biblical verse: ""Blessed are the peacemakers, for they shall inherit the Kingdom of God"". Equally blessed is the peacekeeper.
I have always looked upon our peacemaking and peacekeeping efforts as a way to make as sure as we can that the valour of Vimy will not be in vain. For as those very people from both wars will tell you: ""No more war, never again.""
Our country can, on an ongoing basis, honour and remember great contributions and sacrifices at Vimy Ridge and many other events in two wars by continuing to make every effort at peacemaking and peacekeeping. This is the best way to honour and remember those we honour today, and those from many other battles.

",New Democratic Party,,Leslie Gordon Benjamin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5fe02b34-43c8-48d3-a5a8-013554a3ef13&Language=E&Section=ALL
3904546,ca.proc.d.1992-04-09.2,1992-04-09,,,,topic,TRANSPORT,,,,,,,
3904547,ca.proc.d.1992-04-09.2.1,1992-04-09,,,,subtopic,TRANSPORT,THIRD REPORT OF STANDING COMMITTEE,,,,,,
3904548,ca.proc.d.1992-04-09.2.1.1,1992-04-09,aa4f6101-0038-477c-8c4c-7323743534ab,ca.m.8853,Mr. Bob Corbett (Fundy-Royal):,,TRANSPORT,THIRD REPORT OF STANDING COMMITTEE,,"Madam Speaker, the Standing Committee on Transport has the honour to present its third report.
In accordance with its order of reference of Wednesday, October 9, 1991, your committee has considered Bill C-33, an act respecting the use of foreign ships and non-duty paid ships in the coasting trade, and has agreed to report it with amendments.
[Editor's Note: See today's Votes and Proceedings.]

",Progressive Conservative,,Robert Alfred Corbett,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=aa4f6101-0038-477c-8c4c-7323743534ab&Language=E&Section=ALL
3904549,ca.proc.d.1992-04-09.3,1992-04-09,,,,topic,CRIMINAL RECORDS ACT,,,,,,,
3904550,ca.proc.d.1992-04-09.3.1,1992-04-09,,,,subtopic,CRIMINAL RECORDS ACT,MEASURE TO AMEND,,,,,,
