basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4549040,ca.proc.d.2012-12-07.14918.0,2012-12-07,,,,stagedirection,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"The House resumed from December 6 consideration of the motion that Bill C-15, An Act to amend the National Defence Act and to make consequential amendments to other Acts, be read the second time and referred to a committee, and of the motion that this question be now put.",,,,
4549041,ca.proc.d.2012-12-07.14918.1,2012-12-07,b9d8fa4f-465a-47b2-a6c4-c9f55f20dd9b,8562,"Mr. José Nunez-Melo (Laval, NDP)",,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, first, we oppose passing this bill at second reading.
On October 7, 2011, the Minister of National Defence introduced Bill C-15, An Act to amend the National Defence Act and to make consequential amendments to other Acts.
Bill C-15 is a response to two reports. The first was issued by the former Chief Justice of the Supreme Court of Canada, the Right Honourable Antonio Lamer, and the second was released by the Standing Senate Committee on Legal and Constitutional Affairs.
Our caucus believes that the bill does not meet its objective of standardizing the military and civilian justice systems. The bill also does not answer the key questions about reforming the summary trial and grievance systems. In 2003, the former Chief Justice of the Supreme Court of Canada tabled his report on the independent review of the National Defence Act. The Lamer report contained 88 recommendations, but only 28 of them were incorporated into the legislation.
In 2010, Bill C-41 was introduced to respond to the 2003 Lamer report and the 2009 report of the Standing Senate Committee on Legal and Constitutional Affairs. Essentially, Bill C-15 is similar to the version of Bill C-41 that came out of the Senate committee during the last Parliament.
Many significant reforms are proposed in this bill. The NDP caucus has been in favour of making the necessary updates to the military justice system for a long time now. Members of the Canadian Forces are subject to extremely high standards of discipline and deserve a justice system held to comparable standards.
This bill has a number of flaws, which we hope will be addressed in committee if Bill C-15 is passed at second reading. It is thus very important to remember that, in the reform of the summary trial system, the amendments to Bill C-15 do not adequately address the unfairness of summary trials. Currently, a conviction at a summary trial in the Canadian Forces results in a criminal record. Summary trials are held without the ability of the accused to consult counsel. There is no right of appeal and no transcript of the trial.
Furthermore, the “judge” is often the accused's commanding officer. We believe that this is much too harsh for some members of the Canadian Forces who are convicted of minor offences. These minor offences include insubordination, quarrels, misconduct, absence without leave, drunkenness and disobedience of a lawful command. These offences can undoubtedly be very significant when it comes to military discipline, but they do not necessarily call for a criminal record.
I would remind the House that in committee in March 2011, the NDP proposed amendments to increase from five to 27 the number of offences that could be considered minor.
It is important to understand that a criminal record can make life after a military career very difficult. Being saddled with a criminal record can make getting a job, renting a place to live and international travel a real nightmare.
Second, there is also the question of reforming the grievance system with an external review committee. At this time, the Canadian Forces Grievance Board does not allow for external review. The NDP amendment proposes that at least 60% of the grievance committee members never have been officers or members of the Canadian Forces.
Although the amendment was adopted in March 2011, for Bill C-41, it was not incorporated into Bill C-15. It is important that the amendment be included again.
Finally, I would like to talk about strengthening the Military Police Complaints Commission. Bill C-15 amends the National Defence Act to establish a timeline in which the Canadian Forces Provost Marshal will be required to resolve complaints and protect complainants from being penalized for submitting a complaint in good faith. 
 The NDP believes that we must do more to strengthen the commission. Giving the Military Police Complaints Commission more powers in order for it to serve as an oversight body has been very misunderstood. There should be a legislative provision to give the commission more powers so that it can be authorized to investigate and report to Parliament. Our amendments are supported by the British Columbia Civil Liberties Association and retired Canadian Forces Colonel Michel W. Drapeau, an expert on military law, among others.
The summary trial is by far the most commonly used form of tribunal in the military justice system. It is designed to deal with minor service offences. The objective is to deal quickly with alleged offences within the unit in order to return the member to active service as soon as possible, thereby promoting and maintaining discipline within the unit. Courts martial deal with more serious charges handled by the system and can also deal with less serious charges, depending on the decision of the accused.
This is the definition and the objective of the grievance process: 
 Grievances involve matters such as benefits, personnel evaluation reports, postings, release from the Canadian Forces, medical issues and harassment—all matters affecting the rights, privileges and other interests of CF members. 
Unlike in other organizations, plaintiffs do not have unions or employee associations to pursue their grievances. It is vital for the morale of Canadian Forces members to deal with their grievances in a fair, transparent and prompt manner.
Finally, we want to send a message to members of the Canadian Forces. Our caucus believes that members of the Canadian Forces have to comply with extremely high standards of discipline and that, in return, they deserve a justice system subject to comparable standards.",New Democratic Party,Laval,José Nunez-Melo,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b9d8fa4f-465a-47b2-a6c4-c9f55f20dd9b&Language=E&Section=ALL
4549042,ca.proc.d.2012-12-07.14918.2,2012-12-07,e7c9e4f3-2398-4ec1-9287-b10b2828f905,8628,"Mr. Jean-François Larose (Repentigny, NDP)",,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, I thank the hon. member for his speech. I was a member of the Canadian Forces and I went through some very challenging training. My experience has shown me that soldiers are subjected to conditions that are extremely different from what is experienced in the civilian world.
People are encouraged to join the Canadian Forces in order to gain experience and come out with some incredible tools. I made mistakes, minor ones. It happens to everyone. For example, you go before a superior officer and get charged, fined, patted on the back and told not to do it again. That is part of life's lessons. We are talking about young people who enlist at the age of 18, 19 or 20 and who need guidance. I do not think that providing guidance for minor offences involves encouraging young people to join the Canadian Forces, exposing them to extreme conditions and handing them a criminal record on their way out. That does not work.
Could my hon. colleague compare the military world and the civilian world and tell me whether it is normal to mix the two?",New Democratic Party,Repentigny,Jean-François Larose,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e7c9e4f3-2398-4ec1-9287-b10b2828f905&Language=E&Section=ALL
4549043,ca.proc.d.2012-12-07.14918.3,2012-12-07,b9d8fa4f-465a-47b2-a6c4-c9f55f20dd9b,8562,Mr. José Nunez-Melo,Interjection,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, I thank my distinguished colleague from Repentigny for his question.
As I explained, there is a glaring flaw in the current bill regarding the two systems: civilian and military. The military side is too demanding, perhaps excessively so, when minor offences are handled a certain way. It is excessive for members of the Canadian Forces to get a criminal record when they are found guilty of having committed these offences.
By comparison, there is more latitude in the civilian system. Our colleague from Repentigny explained it well. It would be ideal if we could move forward with our proposal to have civilians make up 60% of the Military Police Complaints Commission, and this would make for greater justice for the accused. ",New Democratic Party,Laval,José Nunez-Melo,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b9d8fa4f-465a-47b2-a6c4-c9f55f20dd9b&Language=E&Section=ALL
4549044,ca.proc.d.2012-12-07.14918.4,2012-12-07,4bc128a9-b349-4867-a545-ad05122c0e46,598,"Ms. Niki Ashton (Churchill, NDP)",,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, I would like to thank my colleague for his excellent speech on a very important issue. It does not receive much attention, because we are discussing the military system, to which average Canadians do not have access, and about which they know very little. 
This bill concerns the concept of justice. In the NDP we often talk about this government's lack of justice. We see it in this bill, and in general in the Conservative government's platform. It appears to give priority to punishment and to victims, for example, but in fact, it makes things worse and does not help in achieving this idea of justice.
 I would like to ask my colleague if he could tell us something about this, not only in terms of this bill, but also with regard to the general experience we have here in the House.",New Democratic Party,Churchill,Niki Ashton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4bc128a9-b349-4867-a545-ad05122c0e46&Language=E&Section=ALL
4549045,ca.proc.d.2012-12-07.14918.5,2012-12-07,b9d8fa4f-465a-47b2-a6c4-c9f55f20dd9b,8562,Mr. José Nunez-Melo,Interjection,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, once again I thank my distinguished colleague for her precise comments and her question about the word “justice”. It is true that the term “justice” is subject to adulteration, confusion and misinterpretation. In fact, the end goal of justice is to render a fair decision in every sense of that word, the whole nine yards.
 When there are flaws, for instance, when the judge is the accused person's commanding officer, there is a serious problem. In my opinion, that should be corrected at second reading, using the amendments proposed by the NDP.",New Democratic Party,Laval,José Nunez-Melo,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b9d8fa4f-465a-47b2-a6c4-c9f55f20dd9b&Language=E&Section=ALL
4549046,ca.proc.d.2012-12-07.14918.6,2012-12-07,80fdddaa-42db-4d48-a964-b1fa32fc517a,439,"Mr. Wayne Marston (Hamilton East—Stoney Creek, NDP)",,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, as I start this speech, I am reminded of several historical situations where military commissions failed a society. I go back to the assassination of Abraham Lincoln in the United States and the Mary Surratt case. She had run a boarding house where the conspirators had met but had nothing to do with the conspiracy. She was put before a military commission and she was not allowed to speak, and neither were her lawyers, and ultimately she and some others were hanged. That led to a change in the U.S. at that time, which gave every citizen habeas corpus rights, the right to face an accuser to get the evidence against them.
 Those who have been here for a couple of terms will know that I spoke out on behalf of Omar Khadr many times in this place, the reason being that the military commission in Guantanamo had been moved off-site to avoid the changes that had been brought in by the Mary Surratt case. From our perspective in Canada, that was seen as an abuse by some, and not so much by others. 
In that light we look at our military justice and how it is applied in Canada. I in fact served in the Canadian Forces in 1963 and 1964, which seems like a hundred years ago now, but I was proud to do so. Fortunately for me, I was not in any severe difficulty but I noted at the time the difference between the administration, rules and regulations within the military compared to what civilians had to live with.
Here I would point out that his bill has been before us previously as Bill C-41. It went to committee and the New Democrats worked with the government of the day to try to improve that legislation. The bill did not return to the House and we wound up with an election, so we are back here with this bill for what is probably the third time at least. The good work done in committee the last time was not taken into account in this bill, because it does not include them.
The Minister of National Defence introduced Bill C-15. While it is called “An Act to amend the National Defence Act and to make consequential amendments to other Acts”, the government refers to it as “strengthening military justice”. To my mind, strengthening military justice is about finding a way to balance the rights of military personnel in a similar fashion to what is done in civil society. Just prior to the time I went into the army in 1963, the non-commissioned officers could actually strike a person in the military. That changed just before I went in. There was a little trick they then used to get one's attention. They would stand us at attention and tighten our ties to the point of cutting off our breath. Of course, they were not striking the men any more but succeeded in getting their attention. While that may sound off-topic in this discussion, what we are looking at here is a justice system within the military that in many ways is a throwback to earlier times. That is something that should be addressed, and this bill goes part of the way in doing that. 
While the New Democrats have stated that we will be opposing the bill, we are willing to work with the government when it gets to committee, presuming that the government takes it there, to do the best we can to improve it again because we argue that it falls short in key areas. 
Our previous amendments included giving the Chief of Defence Staff authority in the grievance process to respond directly to Justice Lamer's recommendations. We felt that it was within the purview of the Chief of Defence Staff to have the authority. We also felt there should be changes in the composition of the grievance committee to include 60% civilian representation. In a democracy, this Parliament is supreme, but the civilian authorities also have to be supreme over the military. 
The Canadian military has a great history of serving this Parliament, our country and Canadians. However, when it comes to the administration of justice and these tribunals, there should be a balance between military authority and civilian oversight. Including 60% civilian membership adds a level of accountability, as originally foreseen in Bill C-41. For 10 years we have regularly heard from the government regarding its interest in accountability. Therefore, I am a little surprised that civilian membership was not included as part of the bill's provisions. Hopefully, we will be able to reason our way into that situation at committee and be allowed to add that amendment.
The provision that ensures that a person convicted of an offence during a summary trial is not unfairly subject to a criminal record is an important one because of the difference in accountability between a civilian court and a commission. The fact that some offences leave one with a criminal record in a military proceeding but not a civilian proceeding is blatantly unfair to the people who serve our country. A person in the military who has perhaps made a mistake would pay for that for the rest of their life, whereas if they had done so as a civilian they would not carry that burden.
Regarding reform of the summary trial system, the amendments in Bill C-15 do not adequately address the unfairness of summary trials. Currently, a conviction of a service offence in a summary trial in the Canadian Forces can result in a criminal record. The accused are held without the ability to consult counsel. That is why I made the linkage to the Surratt case and Guantanamo Bay as over-the-top situations. Those who do not know the military or have a military background would be quite surprised to know that in a summary trial in Canada the accused cannot consult counsel. We think that is fundamentally wrong. Also, there is no appeal process, nor are there transcripts of the trials. As well, the judge could well be the accused's commanding officer. Most people would see the obvious conflict in the fact that the officer was the very person who allowed the commission to proceed. We are very troubled by that.
At committee stage last March, when Bill C-41 was before us, the NDP amendments to expand the list of minor offences were carried. Again, that goes back to our making sure that our good service people do not receive criminal records for “genuinely” minor offences. We are not proposing that people get away with what they should not be doing, but the list of punishments that might be imposed by a tribunal without an offender incurring a criminal record could include a reprimand, a severe reprimand, a fine equal to or up to one month's basic pay, or some other form of minor punishment. The point is that it should not result in a criminal record. Obviously, if the offence were not worthy of time served, it should not be worthy of a criminal offence.
I want to go back to the question of civilian oversight and the need for 60% of the commissions reviewing these cases to be made up of civilian authorities. That balance is important; it would add to the credibility of the system. Over the last 50 years our military service has improved in many ways in this particular area of the justice system. This is an opportunity to move it further forward.",New Democratic Party,Hamilton East--Stoney Creek,Wayne Marston,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80fdddaa-42db-4d48-a964-b1fa32fc517a&Language=E&Section=ALL
4549047,ca.proc.d.2012-12-07.14918.7,2012-12-07,c3000ffc-065c-47e0-be26-152a24090dbd,8618,"Mr. Mathieu Ravignat (Pontiac, NDP)",,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, I listened closely to my colleague's speech.
Here is the distinction: a person is either a soldier or a civilian. As he understands the principle, why should a soldier really be treated differently from any other citizen?",New Democratic Party,Pontiac,Mathieu Ravignat,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c3000ffc-065c-47e0-be26-152a24090dbd&Language=E&Section=ALL
4549048,ca.proc.d.2012-12-07.14918.8,2012-12-07,80fdddaa-42db-4d48-a964-b1fa32fc517a,439,Mr. Wayne Marston,Interjection,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, historically in Roman and Greek times the Spartans had terrible disciplinary measures, which I will not go into, but they were pretty grotesque. There has always been severity in the kinds of punishment meted out in our military. In many cases that was used to drive people forward in battle, to ensure that they did their duty as seen fit. However, the reality is that we are not talking about people in battle. We are talking about people who, in their everyday duties as military personnel, come into conflict with the military's rules and regulations and find themselves before a tribunal without rights that are really essential to ensuring a balance.
Later today I will be making another speech on Bill C-377 and will talk about questioning authority. That is the one thing that the military does not wish a service member to do; the military sees that as almost an offence in itself. 
We have to find a way to balance a genuine, and I stress the word “genuine”, democratic and open process that is accountable within the military to those people who administer the so-called justice. The reality is that it is important that we ensure balance in this. ",New Democratic Party,Hamilton East--Stoney Creek,Wayne Marston,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80fdddaa-42db-4d48-a964-b1fa32fc517a&Language=E&Section=ALL
4549049,ca.proc.d.2012-12-07.14918.9,2012-12-07,be18e524-864d-40a1-b883-39784bc6db5a,8749,"Mr. Ted Opitz (Etobicoke Centre, CPC)",,Government Orders,Strengthening Military Justice in the Defence of Canada Act,,"Mr. Speaker, I thank the hon. member for his service in the 1960s. I too served in the military, but regarding the comments made by the member from Laval, I was also a commanding officer. I served for over 33 years and I understand the military justice system. I understand that soldiers can occasionally get into trouble and have to deal with that.
Nonetheless, the summary trial system does give the service member the opportunity to choose court martial or summary trial, and that person does have recourse to assisting officers and other elements that are put in place for them. Having been part of this for well over three decades, I saw this unfold. Here I would point out that Justice Lamer in fact made his recommendations with the military and military justice in mind, because soldiers do deserve a transparent system under the charter. On this I think we all agree.
Why does the hon. member feel this legislation should not go to committee? I think it should so that witnesses could be brought forward. We could talk about this there and look at implementing the remainder of the 88 recommendations, of which 29 are now in place. ",Conservative,Etobicoke Centre,Ted Opitz,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=be18e524-864d-40a1-b883-39784bc6db5a&Language=E&Section=ALL
