0	0	1	60
0	0	35	20
0	0	18	20
0	1	23	20
0	2	3	40
0	2	44	20
0	3	29	20
0	3	43	20
0	3	34	40
0	3	12	20
0	4	5	180
0	4	22	40
0	4	30	20
0	5	31	20
0	6	7	40
0	6	26	60
0	6	49	20
0	6	36	20
0	7	10	20
0	7	16	20
0	7	49	20
0	7	44	20
0	8	9	60
0	8	20	20
0	8	23	20
0	8	17	20
0	8	40	20
0	8	34	20
0	9	20	20
0	9	19	20
0	9	10	20
0	9	28	20
0	10	11	20
0	10	26	20
0	11	39	20
0	11	14	20
0	11	42	20
0	12	13	20
0	12	28	40
0	12	23	20
0	12	18	20
0	12	41	40
0	12	21	20
0	13	47	20
0	13	18	40
0	13	14	20
0	14	15	40
0	14	16	20
0	14	17	40
0	14	21	20
0	14	29	20
0	14	33	20
0	14	20	20
0	15	33	20
0	15	17	20
0	17	21	20
0	17	33	20
0	17	37	20
0	17	20	20
0	18	19	20
0	18	27	20
0	18	41	20
0	18	26	20
0	20	48	20
0	21	34	40
0	21	35	20
0	21	29	40
0	21	37	20
0	21	42	20
0	22	32	20
0	23	40	20
0	24	25	20
0	26	36	20
0	28	35	40
0	28	33	20
0	29	42	20
0	29	33	40
0	33	36	20
0	33	40	20
0	33	37	40
0	34	40	20
0	35	50	20
0	36	43	20
0	36	46	20
0	37	38	20
0	39	40	20
0	40	53	20
0	43	44	20
0	43	45	20
0	47	48	20
0	51	52	20
1	6	18	60
1	6	25	60
1	6	12	20
1	6	14	20
1	6	47	40
1	6	29	20
1	6	26	40
1	6	44	20
1	6	19	20
1	6	7	20
1	6	20	20
1	6	23	20
1	6	49	20
1	6	45	20
1	18	54	20
1	18	39	40
1	18	57	20
1	18	19	20
1	18	12	20
1	14	35	20
1	14	8	20
1	14	34	20
1	14	37	20
1	14	54	20
1	14	9	20
1	14	13	20
1	14	25	20
1	14	33	20
1	14	49	20
1	14	55	20
1	35	33	20
1	35	8	20
1	35	57	20
1	35	20	40
1	35	28	20
1	44	21	20
1	44	45	20
1	44	23	40
1	44	42	60
1	44	2	20
1	44	41	60
1	44	28	20
1	21	41	40
1	21	19	20
1	21	29	40
1	21	1	20
1	21	23	20
1	21	34	20
1	21	7	20
1	54	25	20
1	54	57	20
1	54	20	20
1	54	39	20
1	3	13	20
1	3	27	20
1	3	34	20
1	3	2	20
1	3	24	20
1	13	34	20
1	13	26	20
1	13	23	20
1	27	56	20
1	27	7	20
1	27	12	40
1	27	2	20
1	27	53	20
1	25	24	20
1	25	48	20
1	25	8	20
1	25	53	20
1	25	2	20
1	25	7	20
1	25	49	40
1	25	1	20
1	8	1	20
1	8	39	20
1	8	29	20
1	8	10	20
1	8	24	40
1	8	37	20
1	8	45	20
1	8	43	20
1	8	40	20
1	1	34	20
1	1	57	20
1	1	23	20
1	1	33	20
1	48	45	20
1	48	33	20
1	48	23	20
1	48	11	20
1	48	57	20
1	48	7	20
1	48	39	20
1	48	47	20
1	48	42	20
1	45	43	20
1	45	38	20
1	45	70	20
1	45	12	20
1	45	23	20
1	55	20	20
1	55	42	20
1	55	47	20
1	55	23	20
1	55	24	20
1	20	0	20
1	20	50	40
1	20	70	20
1	20	40	20
1	20	12	20
1	20	71	20
1	20	24	20
1	20	11	20
1	20	42	20
1	20	29	20
1	20	33	20
1	20	23	20
1	20	9	20
1	33	15	20
1	33	36	20
1	33	37	20
1	33	17	20
1	33	34	20
1	33	23	20
1	33	29	40
1	33	39	20
1	10	12	20
1	10	29	20
1	4	5	40
1	4	22	20
1	4	75	40
1	4	78	20
1	5	31	20
1	5	67	20
1	39	11	20
1	39	0	20
1	39	19	20
1	39	71	20
1	11	23	20
1	16	29	20
1	29	17	20
1	24	17	20
1	24	43	20
1	24	2	20
1	34	37	40
1	34	40	20
1	34	19	20
1	34	70	20
1	51	52	20
1	51	58	20
1	52	32	20
1	52	73	20
1	52	74	20
1	57	49	20
1	57	26	20
1	57	9	20
1	49	7	20
1	49	26	20
1	41	47	20
1	41	23	20
1	41	42	20
1	41	40	20
1	23	40	20
1	23	43	20
1	23	70	20
1	19	40	20
1	19	46	20
1	47	9	20
1	47	42	20
1	47	70	20
1	47	7	20
1	9	43	20
1	9	2	20
