basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4217752,ca.proc.d.2002-05-22.2015.0,2002-05-22,,,,,,,,"As is our practice on Wednesday we will now sing O Canada, and we will be led by the hon. member for Edmonton North.
[Editor's Note: Members sang the national anthem]",,,The Speaker,
4217753,ca.proc.d.2002-05-22.2015.1,2002-05-22,f7c12191-d662-4f47-a69a-2a2f99cecc87,259,"Hon. Andy Scott (Fredericton, Lib.)",,Statements By Members,Atlantic Journalism Award,,"Mr. Speaker, I rise to pay tribute to two people from my riding who have been awarded the prestigious 2001 Atlantic Journalism Award.
Shaun Waters of CBC Radio Fredericton won the top award in the category of enterprise reporting for Two Southeast , an investigative report which examined a number of suicides in the psychiatric ward of the Chalmers Hospital. The gold winner in the photojournalism spot news television category was Ed Hunter, also of CBC Fredericton, for Tents Court which dealt with coverage of a Fredericton protest against a city plan to pipe a stream underground to make way for an apartment building parking lot.
The Atlantic journalism awards honour journalistic excellence and achievement in Atlantic Canada. This year is no exception to CBC's history of strong showings in this vigorous competition.
I ask all members to join me in congratulating Shaun Waters and Ed Hunter of CBC Fredericton on this significant honour.",Liberal,Fredericton,Andy Scott,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f7c12191-d662-4f47-a69a-2a2f99cecc87&Language=E&Section=ALL
4217754,ca.proc.d.2002-05-22.2015.2,2002-05-22,211c9749-5329-457e-bde2-18678c926181,3121,"Mr. Andy Burton (Skeena, Canadian Alliance)",,Statements By Members,Mining Industry,,"Mr. Speaker, last week was National Mining Week, a time when we recognize this industry for the outstanding contribution it has made to this great country. I am proud to rise today to pay a well-deserved tribute to our Canadian mining industry.
Many may not know that this industry directly employs over 400,000 Canadians, that there are 235 major mines and that this sector is responsible for 12% of Canada's total exports. What an outstanding record of contribution. Whether one is a hard rock miner, works in an open pit mine or uses a personal computer every day, mining plays an important role in our everyday life. That is the power of this industry.
On behalf of the Canadian Alliance I wish to express our heartfelt thanks to the Canadian mining industry and ask that all Canadians join in the campaign to keep mining in Canada.",Canadian Alliance,Skeena,Andy Burton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=211c9749-5329-457e-bde2-18678c926181&Language=E&Section=ALL
4217755,ca.proc.d.2002-05-22.2015.3,2002-05-22,fb8858da-2dd2-409a-a2df-7a32954384fe,5111,"Ms. Hélène Scherrer (Louis-Hébert, Lib.)",,Statements By Members,World Conference on Women and Sport,,"Mr. Speaker, I am extremely pleased to congratulate the Government of Canada, the Department of Canadian Heritage and the International Working Group on Women and Sport for the success of the third conference on women and sport.
More than 550 people from 97 different countries attended the third World Conference on Women and Sport, held from May 16 to 19, 2002 in Montreal.
The conference identified the obstacles women face, while celebrating the change for the better that has taken place for women in sport over the past four years.
Conference participants pooled their experience on the contribution sport makes to enriching individuals, communities and nations. They learned how to use sport to promote the advancement of women, co-operation, social animation, understanding and peace and to develop self-esteem and self-confidence. These represent the foundation of health and accomplishment for girls and women.
I wish to congratulate the organizers on this highly successful event.",Liberal,Louis-Hébert,Hélène Scherrer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fb8858da-2dd2-409a-a2df-7a32954384fe&Language=E&Section=ALL
4217756,ca.proc.d.2002-05-22.2015.4,2002-05-22,c74a4ed9-24d5-4e19-b654-4d20b89be2f6,105,"Ms. Raymonde Folco (Laval West, Lib.)",,Statements By Members,Maison de ballet-théâtre Reflet,,"Mr. Speaker, this year, for the 14th year in a row, Francyne Themens and the pupils of the Maison de ballet-théâtre Reflet are preparing for their end of year performance.
The latest creation of Ms Semens,
Rendez-vous à la gare n
o
22
, will be presented at Laval's Salle André-Mathieu on May 25. This recital will suit all tastes, ranging from jazz to classical ballet and modern dance.
It is very important to focus attention on such initiatives with the youth of our communities. This event involves over 150 young and not so young people, and offers them an opportunity to excel in music and dance.
Events such as this provide young people with the opportunity to take part in group activities and to have fun in an atmosphere that allows them to learn and develop their talents.
I extent best wishes to all for a great show.",Liberal,Laval West,Raymonde Folco,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c74a4ed9-24d5-4e19-b654-4d20b89be2f6&Language=E&Section=ALL
4217757,ca.proc.d.2002-05-22.2015.5,2002-05-22,71f55123-68a5-4a4d-a9b8-f778f62ccb43,6106,"Mr. John Richardson (Perth--Middlesex, Lib.)",,Statements By Members,Listowel District Secondary School,,"Mr. Speaker, I rise in the House today to recognize the Listowel District Secondary School in Listowel, Ontario. On Monday, May 13, a revolutionary electronics facility named E-Lab was officially opened. This facility is unmatched by any other high school in Canada.
This $450,000 project was made possible through the generosity of the business and high tech sectors which contributed more than $300,000 in cash and equipment donations. The E-Lab allows students the opportunity to take advanced technology courses, such as electronics and computer engineering, using the same up to date technology that is used in industries across Canada today. The Listowel District Secondary School has already produced two gold medal champions in the electronic competition sponsored by Skills Canada.
I wish to congratulate Listowel District Secondary School and the constituents of Perth--Middlesex for making this learning opportunity available.",Liberal,Perth--Middlesex,John Richardson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=71f55123-68a5-4a4d-a9b8-f778f62ccb43&Language=E&Section=ALL
4217758,ca.proc.d.2002-05-22.2015.6,2002-05-22,1e7a0863-35c2-4ae6-93db-9f9a11425d40,266,"Mrs. Carol Skelton (Saskatoon--Rosetown--Biggar, Canadian Alliance)",,Statements By Members,Disability Tax Credit,,"Mr. Speaker, I had the privilege last week to meet with members of various disability advocacy groups who voiced their concern over the government's treatment of the disabled in Canada.
I was presented with a petition containing over 3,600 names. This petition calls for the immediate reinstatement of those individuals who were deemed ineligible for the disability tax credit. A recent project undertaken by CCRA led to the exemption of thousands of Canadians. Over 100,000 disabled Canadians received letters telling them they were no longer deemed disabled. The tone and implications of these letters were both insulting and frustrating to the thousands of Canadians who rely on the disability tax credit.
The mandate of the CCRA states: “We are committed to provide fairness to our clients and to protect their rights through our fairness policies.” Disabled Canadians deserve a better government.",Canadian Alliance,Saskatoon--Rosetown--Biggar,Carol Skelton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1e7a0863-35c2-4ae6-93db-9f9a11425d40&Language=E&Section=ALL
4217759,ca.proc.d.2002-05-22.2015.7,2002-05-22,476c3953-0211-47f5-9f19-152383e70835,4718,"Ms. Sarmite Bulte (Parkdale--High Park, Lib.)",,Statements By Members,2002 Winter Olympics,,"Mr. Speaker, Canada continues to be a leader in the international fight against doping in sport.
Members will recall that at the recent Salt Lake City Olympics two Russian cross-country skiers tested positive for doping but retained their gold and silver medals ahead of the bronze medalist from Canada, Beckie Scott.
On May 7, 2002, the International Ski Federation announced that Ms Lazutina, one of the Russian skiers, had indeed tested positive for a doping infraction in December 2001 prior to the Olympic games. This revelation now makes it possible for both the International Ski Federation and the IOC to remove all Olympic medals from Ms Lazutina.
We should acknowledge the continued pressure that both the Government of Canada and the Canadian Olympic Association have kept on this issue and encourage a continuation of their efforts in light of the recent doping revelations.",Liberal,Parkdale--High Park,Sarmite Bulte,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=476c3953-0211-47f5-9f19-152383e70835&Language=E&Section=ALL
4217760,ca.proc.d.2002-05-22.2015.8,2002-05-22,3229bef4-413f-4512-8330-b6b72563e608,112,"Ms. Christiane Gagnon (Québec, BQ)",,Statements By Members,Société Radio-Canada,,"Mr. Speaker, what is happening with the Radio-Canada dispute?
First, the Bloc Quebecois would like to appeal to Radio-Canada management to resume negotiations and ensure that a breakthrough is achieved on the issue of the permanent status of employees in the cultural sector.
We would also like to hear what the president of Radio-Canada has to say regarding the future of the French section of the public broadcasting corporation, in order to find out if SRC is in the process of preparing to privatize one or more sectors of French language radio or television in Quebec and New Brunswick.
Thanks to the employees at SRC, the public is used to quality programming and current affairs coverage, something it has been missing for two months already.
A petition was signed by over 30,000 people and complaints have been received by most of the members' offices. The petition calls for regular Radio-Canada programming to resume immediately in Quebec and New Brunswick.
We are urging SRC management to ensure, for the sake of the public, the employees and themselves, that this dispute does not turn into a nightmare.",Bloc Québécois,Québec,Christiane Gagnon,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3229bef4-413f-4512-8330-b6b72563e608&Language=E&Section=ALL
4217761,ca.proc.d.2002-05-22.2015.9,2002-05-22,0abdcb88-9105-41d9-8a1b-87e54e5efecb,144,"Mrs. Marlene Jennings (Notre-Dame-de-Grâce--Lachine, Lib.)",,Statements By Members,Quebec City's Synagogue,,"Mr. Speaker, imagine the dismay and horror of Canadians who awoke on May 19, a Sunday morning, to the news that the Beth Israel Synagogue in Quebec City had been the target of a violent act of anti-Semitism. Imagine our collective relief and joy at the news that, by happenstance, the rabbi and his family were in Montreal and thus unscathed.
This act of hatred, intolerance and pure anti-Semitism cannot pass unnoticed. Peace loving Canadians, leaders of all religious faiths, be they Christians, Muslims or other, must denounce this hate crime. After the tragedy of September 11 when here in Canada our Muslim and Arab communities became victims to acts of hatred and intolerance, we all spoke out vigorously and applauded our Prime Minister's public call for mutual respect and peace. Now is the time for another such public statement.
I urge all my fellow parliamentarians to join me in denouncing this repugnant act of anti-Semitism and in reaffirming our pride and respect of all diversity that makes this country great.",Liberal,Notre-Dame-de-Grâce--Lachine,Marlene Jennings,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0abdcb88-9105-41d9-8a1b-87e54e5efecb&Language=E&Section=ALL
