basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3925930,ca.proc.d.1992-12-04.1,1992-12-04,,,,topic,PRIVILEGE,,,,,,,
3925931,ca.proc.d.1992-12-04.1.1,1992-12-04,,,,subtopic,PRIVILEGE,SUB-COMMITTEE ON RECODIFICATION OF THE GENERAL PART OF THE CRIMINAL CODE,,,,,,
3925932,ca.proc.d.1992-12-04.1.1.1,1992-12-04,efec68a7-e1fd-490f-8b6a-95313440440c,ca.m.3358,Mr. Don Boudria (Glengarry-Prescott-Russell):,Deputy House Leader of the Official Opposition; Liberal Party Deputy House Leader,PRIVILEGE,SUB-COMMITTEE ON RECODIFICATION OF THE GENERAL PART OF THE CRIMINAL CODE,,"Mr. Speaker, I wish to bring a matter of privilege to the attention of the House.
It is my contention that my privileges and those of the House have been breached and that the actions of another person are in contempt of Parliament. I will deviate from the House to a committee for only a very brief moment. With the indulgence of Mr. Speaker, I will demonstrate how the issue affects the House as a whole.
In November of this year, in my capacity as a member of Parliament, I requested that the clerk of the sub-committee on justice reviewing the Criminal Code, Mr. Richard Dupuis, invite Mrs. Sheryl Eckstein of Vancouver to testify before the committee. Mrs. Eckstein did testify before that committee on November 24, I believe it was. It is about that issue I now wish to speak.
After her testimony, Mrs. Eckstein was intimidated by a person at the employ of the Canadian Broadcasting Corporation. The individual in question, Mrs. Kelly Crichton of the CBC, contacted Mrs. Eckstein yesterday to inform her that the issue of her testimony had been referred to the legal department of the CBC to be looked into. The implication was that there would be a lawsuit or a threat of a lawsuit against the individual for her testimony before the committee.
I do not wish to discuss the merits of the testimony of the individual although of course I could. That is not at
issue here. The issue is whether or not this Parliament has a right to listen to any witness without the intimidation of anyone else. I do believe that right is ours.
I will make my summation brief because the bill before us today is one on which many of my colleagues wish to speak, but I do want to remind the Speaker of a few citations. Erskine May's 20th edition, page 116, states:
- all witnesses summoned to attend before either House of Parliament, or before parliamentary committees, and to others in personal attendance upon the business of Parliament, in coming, staying, and returning -
-to the House enjoy the same privileges as members of the House of Commons. In other words, they cannot be sued for anything they say or bring to the attention of the committee.
I also want to mention two other definitions. One of them involves Mr. Maingot's Parliamentary Privilege in Canada. That has to do with obstructing or interfering with a person other than a member, a person who wants to testify before either a committee or the House. I quote:
All persons who have business with the House of Commons receive the temporary protection of the House during the time they are en route to the House of Commons or to the place of the parliamentary proceedings with which they have business, while they are involved and taking part in the parliamentary proceeding and while they are returning from the parliamentary proceeding. This includes witnesses who appear before committees, whether summoned or invited, counsel to witnesses, petitioners delivering petitions to members of Parliament, and persons involved in advancing the cause of a private bill to be discussed.
I cite the following as well:
For example, whether contempt of the House had been committed by tampering with a witness would depend on the facts in each case.
In other words, Mr. Maingot says that there are, in fact, cases where this can be deemed to be contempt of the House.

December 4, 1992
Privilege
Mr. Speaker, I want to remind you as well of Beau-chesne's citation 853:
Every witness appearing before the House or any committee thereof may claim the protection of the House-
-not the committee, of the House-
- in respect to the evidence to be given.
Citation 865 says that:
To tamper with a witness in regard to the evidence to be given before the House or any committee or to endeavour, directly or indirectly, to deter or hinder any person from appearing or giving evidence is a breach of privilege.
Mr. Speaker, the case I bring before you is quite clear. For someone to have contacted a witness who appeared before a parliamentary committee and to have threatened that witness is not an offence to be brought strictly before the committee. It is an offence against the House because of course the allegation or the threat was not made in committee. It was made completely outside of the House of Commons but in relation to the proceedings of a committee of this House.
Furthermore, I want to present the argument that were such threats to go on unchallenged, they can and would undoubtedly be repeated, that individuals from now on would no longer enjoy the security they have had from time immemorial to testify before Parliament without the threat of being sued or intimidated by anyone. That, Mr. Speaker, is far more important than anything else.
Finally, Mr. Speaker, I wish to bring to your attention in the unlikely event that you would be tempted to rule that this matter should be dealt with at committee, that in fact the committees are in the process of winding down for the Christmas period.
This evidence was brought before a sub-committee which has terminated its proceedings for the next few months. Therefore, the evidence on this could only be heard before committee in a number of months from now at the earliest, if at all, in the event of a prorogation of Parliament later. Therefore, Mr. Speaker, I submit to you and to all my colleagues in the House that we must address this issue as an institution.
I wish also to indicate to you, Mr. Speaker, that were you to find that there is a prima facie case of privilege, as I claim there is, I am prepared to move the appropriate motion in order that this most important issue of the testimony of and the threat against Mrs. Sheryl Eckstein be referred to the parliamentary committee on procedure, privileges and elections.
Mr. Speaker, in closing I want to indicate to you that the CBC individual in question has confirmed her phone call with Mrs. Eckstein before the media in an article today by Mr. Peter Stockland of the Sun chain of newspapers. In fact she has confirmed having made the communication to Mrs. Eckstein. I submit to you, Mr. Speaker, that there is independent verification of the fact the communication actually took place.
I wish to thank you, Mr. Speaker, and all my colleagues for listening to what I believe is an issue that could affect the privileges of all of us.
Finally, let us remember that the actions in question go far beyond our privileges. In my view, the actions of the individual are contemptuous of this great institution, and that is an issue which I hope you will address.

",Liberal,,Don Boudria,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=efec68a7-e1fd-490f-8b6a-95313440440c&Language=E&Section=ALL
3925933,ca.proc.d.1992-12-04.1.1.2,1992-12-04,adccd8db-1a2a-4bce-a0eb-d0168689be80,ca.m.5345,Mr. John Brewin (Victoria):,,PRIVILEGE,SUB-COMMITTEE ON RECODIFICATION OF THE GENERAL PART OF THE CRIMINAL CODE,,"Mr. Speaker, I would like to join with my colleague in bringing this issue before you and before the House. I would expect it is a matter of concern to all members of the House.
In addition to the references given by the member, I would like to refer to page 132 of Erskine May's 21st edition where it seems to be very clear that it is a breach of privilege to attempt by persuasion or solicitations of any kind to induce a witness not to attend or to give false evidence.
Without repeating the arguments, I would just like to make a couple of quick points. First, it may be relevant to your consideration that the alleged offence occurred after the witness gave evidence to the committee. In my submission that does not affect the question of the privileges of this House because the affect of the threat to sue would be chilling on future witnesses before committees or before this House. It is therefore relevant that you examine whether the threat to sue in these circumstances is a prima facie breach of privilege.
The CBC has said the basis of its concern was that the material was used out of context. That of course gets to the substance of the issue, but be that as it may a threat to sue for use of CBC material surely goes far beyond an expression of some concern of the context. That issue could have and should have been raised directly with the committee.
December 4, 1992

Finally, let me say I agree with the member that this should simply referred back to the committee. It is important for this House to establish and reaffirm the privileges that it has in hearing witnesses and having them freed from a threat of suit which as the member indicated is not likely to have had any force or substance given the rules of this House.

",New Democratic Party,,John F. Brewin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=adccd8db-1a2a-4bce-a0eb-d0168689be80&Language=E&Section=ALL
3925934,ca.proc.d.1992-12-04.1.1.3,1992-12-04,e2215b82-92bb-4ad0-91fb-632ad9f53a1b,ca.m.2460,Mr. Jim Edwards (Parliamentary Secretary to Minister of State and Leader of the Government in the House of Commons):,Parliamentary Secretary to the Leader of the Government in the House of Commons,PRIVILEGE,SUB-COMMITTEE ON RECODIFICATION OF THE GENERAL PART OF THE CRIMINAL CODE,,"Mr. Speaker, I thank the hon. member for Glengariy-Prescott-Russell for bringing this matter to the attention of the House. I appreciate the argument that my friend from Victoria has made as well about the ""after the fact"" alleged threat and its possible chill effect.
I have just had handed to me by my friend from Glengarry-Prescott-Russell a copy of the Ottawa Sun article from this morning and a quick glance at it seems to suggest there may be an issue of copyright involved in this. It is not for us to judge that at this point. I think that and other issues raised by my friend from Glengarry- Prescott-Russell would properly be the subject of the committee on privileges and elections.
It seems to me there is a prima facie case here and I would support, if you should so rule, Sir, the referral of the matter to that committee.

",Progressive Conservative,,James (Jim) Stewart Edwards,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2215b82-92bb-4ad0-91fb-632ad9f53a1b&Language=E&Section=ALL
3925935,ca.proc.d.1992-12-04.2,1992-12-04,,,,topic,SPEAKER'S RULING,,,,,,,
3925936,ca.proc.d.1992-12-04.2.1,1992-12-04,,,,subtopic,SPEAKER'S RULING,,,['I do not know what the government is going to call. I am going to take a few minutes to consider the representations that have been made to me and the government can make its own decision as to whether it is calling this particular bill. I do not intend to hold up the commencement of the debate but I do want to consider my position for a few minutes.'],,,,
3925937,ca.proc.d.1992-12-04.2.1.1,1992-12-04,402c56ca-0019-4905-903e-4ab16649e19b,ca.m.699,Mr. Speaker:,Speaker of the House of Commons,SPEAKER'S RULING,,,"First of all I thank the hon. member for Glengarry-Prescott-Russell for bringing this matter to the House, the hon. member for Victoria who has made a helpful intervention, and the parliamentary secretary on behalf of the government.
Some mention has been made that this matter arose in a committee and hon. members will have heard me say many times that usually matters should be put back to committee. My own feeling is that under the circumstances which have been explained to me that is not the convenient or appropriate thing to do at this time.
I have listened carefully to what was said. I think this is an appropriate case for the Chair to rule that there is a prima facie case for privilege. I would ask the hon. member for Glengarry-Prescott-Russell to move his motion.
Point of Order

",Progressive Conservative,,John Allen Fraser,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=402c56ca-0019-4905-903e-4ab16649e19b&Language=E&Section=ALL
3925938,ca.proc.d.1992-12-04.2.1.2,1992-12-04,efec68a7-e1fd-490f-8b6a-95313440440c,ca.m.3358,Mr. Boudria:,Deputy House Leader of the Official Opposition; Liberal Party Deputy House Leader,SPEAKER'S RULING,,,"Mr. Speaker, I move:
That the matter of the threats by Miss Kelly Crichton against Miss
Sheryl Eckstein, a witness before a parliamentary committee, be
referred to the Standing Committee on House Management.

",Liberal,,Don Boudria,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=efec68a7-e1fd-490f-8b6a-95313440440c&Language=E&Section=ALL
3925939,ca.proc.d.1992-12-04.2.1.3,1992-12-04,402c56ca-0019-4905-903e-4ab16649e19b,ca.m.699,Mr. Speaker:,Speaker of the House of Commons,SPEAKER'S RULING,,,"The House has heard the motion. Is the House in agreement?

",Progressive Conservative,,John Allen Fraser,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=402c56ca-0019-4905-903e-4ab16649e19b&Language=E&Section=ALL
3925940,ca.proc.d.1992-12-04.2.1.4,1992-12-04,intervention,,,,SPEAKER'S RULING,,,"Agreed.

",,,Some hon. members:,
3925941,ca.proc.d.1992-12-04.2.2.1,1992-12-04,,,,stagedirection,,,,Motion agreed to.,,,,
3925942,ca.proc.d.1992-12-04.2.3,1992-12-04,,,,subtopic,SPEAKER'S RULING,POINT OF ORDER,,,,,,
3925943,ca.proc.d.1992-12-04.2.3.1.1,1992-12-04,a821d280-9b40-44e5-bae2-c039ce14a4c8,ca.m.5795,Mr. David Dingwall (Cape Breton-East Richmond):,Official Opposition House Leader; Liberal Party House Leader,SPEAKER'S RULING,POINT OF ORDER,BILL C-93,"Mr. Speaker, I rise on a point of order concerning Bill C-93, an omnibus bill which is to be debated under House orders in a few moments. I want to take this occasion to put some procedural arguments before the Chair.
Six sitting days ago Bill C-93 was first tabled in the House. We are here today and the government wishes to proceed with second reading, which I suggest to the Chair is the most important aspect of a bill. This is where the principles are ascertained, promoted and debated quite vigorously.
In the budget of last February the government announced that for reasons of economy it planned to fold a number of agencies into other agencies or departments doing similar work.
Bill C-93 is intended to give legislative authority to the government's announcement with regard to 10 agencies performing distinctive functions. The long title of Bill C-93, an act to implement certain government organization provisions of the budget tabled in the House of Commons on February 25, 1992, is intended to mask the real complexities of the bill.
It puts forward the fiction that the bill is merely a cost cutting measure eliminating a bunch of redundant or archaic agencies. In fact an examination of the bill reveals that while it does not wind up some agencies thereby saving some money, it also makes major changes to public policy with regard to the role of government. The bill amends or repeals no fewer than 27 existing statutes and enacts one completely new statute.

December 4, 1992
Point of Order
If properly drafted the long title would indicate its purpose of terminating specific agencies by name. This would of course uncover the real purpose of the bill in the guise of cutting costs and eliminating some redundant bodies to eliminate a number of government agencies that in the course of effectively carrying out their responsibilities have become thorns in the government's side.
Superficially the principle of the bill, the government purports, is to reduce the cost of government. In reality, however, it raises the principles of maintaining-

",Liberal,,David Charles Dingwall,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a821d280-9b40-44e5-bae2-c039ce14a4c8&Language=E&Section=ALL
3925944,ca.proc.d.1992-12-04.2.3.1.2,1992-12-04,402c56ca-0019-4905-903e-4ab16649e19b,ca.m.699,Mr. Speaker:,Speaker of the House of Commons,SPEAKER'S RULING,POINT OF ORDER,BILL C-93,"Just a moment, the hon. parliamentary secretary is rising.

",Progressive Conservative,,John Allen Fraser,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=402c56ca-0019-4905-903e-4ab16649e19b&Language=E&Section=ALL
3925945,ca.proc.d.1992-12-04.2.3.1.3,1992-12-04,e2215b82-92bb-4ad0-91fb-632ad9f53a1b,ca.m.2460,Mr. Edwards:,Parliamentary Secretary to the Leader of the Government in the House of Commons,SPEAKER'S RULING,POINT OF ORDER,BILL C-93,"Mr. Speaker, I listened with care to what my hon. friend was saying. It seems to me that if there is a point of order to be made it ought to be made with expedition.
What my friend is doing is anticipating debate under Government Orders and we have not got to that yet. He is in fact beginning a debate that has not yet been called.

",Progressive Conservative,,James (Jim) Stewart Edwards,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2215b82-92bb-4ad0-91fb-632ad9f53a1b&Language=E&Section=ALL
3925946,ca.proc.d.1992-12-04.2.3.1.4,1992-12-04,402c56ca-0019-4905-903e-4ab16649e19b,ca.m.699,Mr. Speaker:,Speaker of the House of Commons,SPEAKER'S RULING,POINT OF ORDER,BILL C-93,"I thank the hon. parliamentary secretary for his intervention.
I am listening very carefully to the hon. member for Cape Breton-East Richmond. I think he is reaching his point and I know that he,will be as concise as he always is.

",Progressive Conservative,,John Allen Fraser,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=402c56ca-0019-4905-903e-4ab16649e19b&Language=E&Section=ALL
3925947,ca.proc.d.1992-12-04.2.3.1.5,1992-12-04,a821d280-9b40-44e5-bae2-c039ce14a4c8,ca.m.5795,Mr. Dingwall:,Official Opposition House Leader; Liberal Party House Leader,SPEAKER'S RULING,POINT OF ORDER,BILL C-93,"Mr. Speaker, I am happy for the intervention of the parliamentary secretary. Perhaps I might be able to facilitate the process whereby Bill C-93 in its present form would not come forward.
I wish to remind the House of Beauchesne's 6th edition dealing with this particular matter in the following citation 634:
Speakers have expressed deep concern about the use of omnibus bills, and have suggested that there must be ""a point where we go beyond what is acceptable from a strictly parliamentary standpoint"". Nevertheless, the practice of using one bill to demand one decision on a number of quite different, although related subjects, while a matter of concern, is an issue on which the Speaker will not intervene to divide the bill.
Citation 635 states:
In the case of an omnibus bill, the Speaker has encouraged the use of motions to delete a clause at the report stage, pursuant to Standing Order 76(2) to permit the House to decide a specific issue contained in
an omnibus bill, even though the motion might offend the principle of the bill.
In support of my argument I would like to quote from Hansard of March 1, 1982 when the hon. member for Calgary Centre said in the House, as reported at page 15479, with regard to an energy bill which had been tabled at that time:
That is the title of an omnibus bill with a capital O and a capital B. Indeed, I would argue that it would be more accurately described as an ""omnifarious bill"", meaning of all sorts, or perhaps an ""omnific"" bill, meaning all-creating. Certainly there has never before in the history of Parliament been included in one proposed bill such an incredible hodge-podge and mish-mash of such disparate items.
Furthermore, in the final quote given to the Chair, the same hon. member went on to quote from the Hon. Lucien Lamoureux, as reported in the House of Commons Journals for January 26, 1971, at page 284:
However, where do we stop? Where is the point of no return? The honourable member for Winnipeg North Centre, and I believe the honourable member for Edmonton West, said that we might reach the point where we would have only one bill, a bill at the start of the session for the improvement of the quality of life in Canada which would include every single proposed piece of legislation for the session. That would be an omnibus bill with a capital O and a capital B. But would it be acceptable legislation? There must be a point where we go beyond what is acceptable from a strictly parliamentary standpoint.
I suggest in conclusion that this particular bill because of its width, because of the various agencies that it affects, because of the way in which it changes public policy in this country, ought to be sent back to the drafters and divided accordingly and then brought back to this House.
As Bill C-93 stands as an omnibus bill, I hope the Chair would take my arguments into consideration and send this bill back to the drafters.
I raise this point now, in response to the parliamentary secretary, because there were indications that we would be proceeding with second reading today. Maybe that is not the case. If that is not the case, that indeed gives further comfort and further ease to the government to take the bill back to the drafters and do so appropriately.

",Liberal,,David Charles Dingwall,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a821d280-9b40-44e5-bae2-c039ce14a4c8&Language=E&Section=ALL
3925948,ca.proc.d.1992-12-04.2.3.1.6,1992-12-04,e2215b82-92bb-4ad0-91fb-632ad9f53a1b,ca.m.2460,Mr. Jim Edwards (Parliamentary Secretary to Minister of State and Leader of the Government in the House of Commons):,Parliamentary Secretary to the Leader of the Government in the House of Commons,SPEAKER'S RULING,POINT OF ORDER,BILL C-93,"Mr. Speaker, I have a sense of having been here before. I think this whole argument has been gone through as recently as March 30 of this year. The budget of course was approved last March 11 and an issue was raised by other members, I think the member
December 4, 1992

for Kamloops and the member for North Island-Powell River. Indeed it was triggered by our friend from Cape Breton-East Richmond on March 30.
The arguments made by my predecessor, the hon. member for Peace River, ought to guide us in looking at the point of the member for Cape Breton-East Richmond in this particular case.
The umbrella of this particular legislation was made very clear in the budget. It indicated very clearly that the government planned to dissolve or terminate a number of corporations and other bodies for a central theme. That is the ability to cut government expenditures and, therefore, as much as possible relieve the burden on the Canadian taxpayer and to reduce the stress and pressure of this very difficult debt situation we are faced with in this country. That, said my colleague, the member for Peace River, is the umbrella. The term umbrella was used advisedly because it is found in Beauchesne's sixth edition, page 192, citation 626:
(1) Although there is no specific set of rules or guidelines governing the content of a bill, there should be a theme of relevancy amongst the contents of a bill. They must be relevant to and subject to the umbrella which is raised by the terminology of the long title of the bill.
We might refer in this particular case to the debates of June 8, 1988, page 16255 of Hansard. The Chair at that time agreed with the best definition. You, Sir, agreed with the hon. member for Windsor West in his quotation from page 15880 of Hansard for May 30, 1988:
The essential defence of an omnibus procedure is that the Bill in question, although it may seek to create or to amend many disparate statutes, in effect has one basic principle or purpose which ties together all the proposed enactments and thereby renders the Bill intelligible for parliamentary purposes.
You, Sir, at that time said that the Chair was grateful to the member for Windsor West for those words and that they had assisted you greatly in arriving at your decision. I would submit that the facts of the point my friend has raised are virtually four square with the points raised on June 8, 1988 and again in the point of order raised by this same member on March 30, 1992 and that it should not be difficult for you to make the same decision on this occasion so that the business of the House might proceed.
Government Orders

",Progressive Conservative,,James (Jim) Stewart Edwards,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2215b82-92bb-4ad0-91fb-632ad9f53a1b&Language=E&Section=ALL
3925949,ca.proc.d.1992-12-04.2.3.1.7,1992-12-04,402c56ca-0019-4905-903e-4ab16649e19b,ca.m.699,Mr. Speaker:,Speaker of the House of Commons,SPEAKER'S RULING,POINT OF ORDER,BILL C-93,"I do not know what the government is going to call. I am going to take a few minutes to consider the representations that have been made to me and the government can make its own decision as to whether it is calling this particular bill. I do not intend to hold up the commencement of the debate but I do want to consider my position for a few minutes.

",Progressive Conservative,,John Allen Fraser,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=402c56ca-0019-4905-903e-4ab16649e19b&Language=E&Section=ALL
3925950,ca.proc.d.1992-12-04.3,1992-12-04,,,,topic,GOVERNMENT ORDERS,,,,,,,
3925951,ca.proc.d.1992-12-04.3.1,1992-12-04,,,,subtopic,GOVERNMENT ORDERS,"BUDGET IMPLEMENTATION (GOVERNMENT ORGANIZATIONS) ACT, 1992 MEASURE TO ENACT",,,,,,
3925952,ca.proc.d.1992-12-04.3.1.1,1992-12-04,26693a66-0030-4b80-bea6-f9b33e39e158,ca.m.187,Hon. Shirley Martin (for the Minister of Finance) moved,,GOVERNMENT ORDERS,"BUDGET IMPLEMENTATION (GOVERNMENT ORGANIZATIONS) ACT, 1992 MEASURE TO ENACT",,"that Bill C-93, an act to implement certain government organization provisions of the budget tabled in the House of Commons on February 25, 1992, be read the second time and referred to a legislative committee in the Economics envelope.

",Liberal,,Paul Edgar Philippe Martin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=26693a66-0030-4b80-bea6-f9b33e39e158&Language=E&Section=ALL
3925953,ca.proc.d.1992-12-04.3.1.2,1992-12-04,a821d280-9b40-44e5-bae2-c039ce14a4c8,ca.m.5795,Mr. Dingwall:,Official Opposition House Leader; Liberal Party House Leader,GOVERNMENT ORDERS,"BUDGET IMPLEMENTATION (GOVERNMENT ORGANIZATIONS) ACT, 1992 MEASURE TO ENACT",,"Madam Speaker, I rise on a point of order. I think you would find it appropriate to move the adjournment of the House. The appropriate ministers are not here.

",Liberal,,David Charles Dingwall,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a821d280-9b40-44e5-bae2-c039ce14a4c8&Language=E&Section=ALL
3925954,ca.proc.d.1992-12-04.3.1.3,1992-12-04,7a824290-468c-4107-9a12-75853a3733c3,ca.m.1956,Madam Deputy Speaker:,Deputy Speaker and Chair of Committees of the Whole of the House of Commons,GOVERNMENT ORDERS,"BUDGET IMPLEMENTATION (GOVERNMENT ORGANIZATIONS) ACT, 1992 MEASURE TO ENACT",,"The hon. member should know that he cannot move the adjournment of the House under a point of order.

",Progressive Conservative,,Andrée  Champagne,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7a824290-468c-4107-9a12-75853a3733c3&Language=E&Section=ALL
