basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4535135,ca.proc.d.2012-09-19.14620.0,2012-09-19,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,,,,"It being Wednesday, we will have the singing of the national anthem led today by the hon. member for Saint John.
[Members sang the national anthem]",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4535136,ca.proc.d.2012-09-19.14620.1,2012-09-19,90964917-b1ae-4f56-9801-8ce227c7b4ef,8904,"Mr. Bryan Hayes (Sault Ste. Marie, CPC)",,Statements By Members,Sault Ste. Marie's Centennial Anniversary,,"Mr. Speaker, 2012 marks Sault Ste. Marie's centennial anniversary. In our 100 years of history, the city has grown, prospered and expanded. Algoma Steel Corporation was created, the Sault Star began a daily publication and the Marconi Society was established. The list of community progress is endless and continues to this day. 
To commemorate the year, city council established the Celebrate 100 team to coordinate community celebrations that welcomed home notable Saultites. Among them were the right hon. Governor General of Canada and his wife, their Excellencies David and Sharon Johnston. Also returning home was the honorary ambassador of Celebrate 100, Dr. Roberta Bondar, to celebrate the 20th anniversary of her space journey aboard Discovery as the world's first woman in space. 
On this memorable occasion, I would like to commend the mayor, Ms. Debbie Amaroso, city council and the organizing committee for making Celebrate 100 such a huge success.
Here is to the next 100 years. ",Conservative,Sault Ste. Marie,Bryan Hayes,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=90964917-b1ae-4f56-9801-8ce227c7b4ef&Language=E&Section=ALL
4535137,ca.proc.d.2012-09-19.14620.2,2012-09-19,b827c44d-5a4e-4298-9ed0-522570f78f17,1804,"Mr. Alain Giguère (Marc-Aurèle-Fortin, NDP)",,Statements By Members,Layoffs at Paccar,,"Mr. Speaker, in my riding, there have been some layoffs at the Paccar plant—200 layoffs, to be precise. That means 200 more unemployed workers will have to wait between 35 and 45 days to receive their employment insurance cheque. 
Paccar is the last heavy-duty truck plant in Canada, and yet it has never been awarded a federal government contract. The Paccar workers who have been laid off were counting on a responsible government that could have allowed them to keep working. Instead, they must negotiate with a government that refuses to listen to them.
Since the Conservatives came to power, Canada has lost 500,000 well-paying jobs in the manufacturing sector, 500,000 ways to build prosperity, 500,000 ways to build a better Canada. We in the NDP want to build this country.",New Democratic Party,Marc-Aurèle-Fortin,Alain Giguère,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b827c44d-5a4e-4298-9ed0-522570f78f17&Language=E&Section=ALL
4535138,ca.proc.d.2012-09-19.14620.3,2012-09-19,cbc560fb-146a-42d9-b7a4-19ee7de9c9a6,8353,"Mr. Robert Sopuck (Dauphin—Swan River—Marquette, CPC)",,Statements By Members,Natural Resources,,"Mr. Speaker, the NDP leader dismisses the role that the natural resource sector plays in the Canadian economy. He claims that the strength of Canada's natural resources sector has been at the expense of manufacturing. 
The economy of my riding is based on natural resource development, including agriculture, forestry, mining, energy and commercial fishing. As our natural resource sector expands to meet global demand, the growth will be reflected in the manufacturing sector. Indeed, in my own riding, I have a number of small manufacturing enterprises that serve the mining and energy sector. 
We are seeing prosperity spread across Canada as a result of the demand for our natural resources. Recently, Statistics Canada reported that Canada's industry is operating at 81% of its capacity, 11% higher than the low point of the global economic downturn.
The NDP would stop the spread of this prosperity with its carbon tax schemes. What is more deplorable are the attempts by the NDP leader to pit region against region. We must grow our economy and ensure both a strong natural resources sector and a strong manufacturing sector. The two go hand in hand. ",Conservative,Dauphin--Swan River--Marquette,Robert Sopuck,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=cbc560fb-146a-42d9-b7a4-19ee7de9c9a6&Language=E&Section=ALL
4535139,ca.proc.d.2012-09-19.14620.4,2012-09-19,6d680702-120b-4bcf-8da9-aae3e38ca0cf,44,"Hon. Scott Brison (Kings—Hants, Lib.)",,Statements By Members,Hants County Exhibition,,"Mr. Speaker, I rise today to congratulate the organizers of the Hants County Exhibition, which continues this weekend in Windsor, Nova Scotia. The exhibition was first held in 1765. It is the oldest agricultural fair in North America. It is operated by the Windsor Agricultural Society.
I want to commend the president, Andrew Woolaver, and its entire board of directors, as well as David Coombes, the manager, for their tireless efforts. 
Visitors to the Hants Country Exhibition can enjoy crafts, horticulture, horse shows, ox pulls, beef and dairy cattle displays, and competitions. 
The exhibition is a great celebration also of the 4H movement. As someone who grew up in 4H, I know first-hand the important role that 4H plays in developing leadership for young people in rural Canada.
The exhibition will celebrate its 250th anniversary in three short years. I want to invite everybody to Windsor, Nova Scotia to visit the Hants County Exhibition. We welcome everyone to join us as we celebrate the important work of our farmers and the extraordinary success of this premier agricultural event in Windsor, Nova Scotia, the birthplace of hockey. ",Liberal,Kings--Hants,Scott Brison,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6d680702-120b-4bcf-8da9-aae3e38ca0cf&Language=E&Section=ALL
4535140,ca.proc.d.2012-09-19.14620.5,2012-09-19,2b5e6bf0-39d0-4d35-bcaa-dacd1834246d,396,"Mr. Harold Albrecht (Kitchener—Conestoga, CPC)",,Statements By Members,Foreign Affairs,,"Mr. Speaker, I rise today to express my utter contempt and complete disbelief of recent developments in the case of Azerbaijani military officer, Ramil Safarov.
On August 31, Safarov was transferred from Hungary to Azerbaijan to ostensibly serve out a life prison sentence for the brutal murder of an Armenian military officer in 2004. Upon his return, he was pardoned and released. These developments are a real concern to Canada, and in particular to Canadians of Armenian decent who want peace in their homeland. Murder should be condemned not rewarded. 
Canada continues to support the ongoing peace process and we will continue to promote regional co-operation and reconciliation. We encourage all parties to take the necessary measures to increase trust and constructively contribute to the peace process between Armenia and Azerbaijan.",Conservative,Kitchener--Conestoga,Harold Albrecht,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2b5e6bf0-39d0-4d35-bcaa-dacd1834246d&Language=E&Section=ALL
4535141,ca.proc.d.2012-09-19.14620.6,2012-09-19,f40d602c-1ae6-414e-bac3-23a2f31f1cdf,608,"Ms. Linda Duncan (Edmonton—Strathcona, NDP)",,Statements By Members,Riding of Edmonton--Strathcona,,"Mr. Speaker, this year marks 100 years since the former municipality of Strathcona amalgamated with Edmonton to form one great city.
In 1912, one of the last acts by the Strathcona council was to build a public library. Recently, beautifully restored and expanded, the library continues to serve our community.
 Thanks to the efforts of volunteers with the Old Strathcona Foundation, the entire Old Strathcona historic area is a popular destination for theatre, music, shopping and socializing. 
Today I wish to recognize and congratulate the efforts of the foundation, the Old Strathcona Business Association and the Strathcona Community League for their co-operative efforts to preserving and reviving the area. They are hosting a flurry of events celebrating the centennial.
Old Strathcona neighbour, the University of Alberta, along with others, have partnered with local businesses and organizations to find ways to make these treasured historic buildings more energy efficient, a laudable project for the centenary.
 Old Strathcona is a truly special community and one I am proud to represent.",New Democratic Party,Edmonton Strathcona,Linda Duncan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f40d602c-1ae6-414e-bac3-23a2f31f1cdf&Language=E&Section=ALL
4535142,ca.proc.d.2012-09-19.14620.7,2012-09-19,d6291432-a929-439c-a56e-c47bda2d2095,605,"Mr. Devinder Shory (Calgary Northeast, CPC)",,Statements By Members,Citizenship and Immigration,,"Mr. Speaker, on Saturday night, I returned from a multi-party trade and Commonwealth delegation to southern India and Sri Lanka.
In India, we met political and business leaders in the states of Maharashtra, Karnataka and Kerala.
 In the Commonwealth Parliamentary Association conference in Sri Lanka, I lead a workshop on conflict resolution and peace building. There I emphasized that while parliamentarians have a duty to represent their constituents, they also need to work constructively with other parties.
 In that spirit, my private member's bill, Bill C-425, is soon up for second reading. My goals in this legislation are to promote integration, better recognize permanent residents who have served Canada, honour our Canadian troops and underscore the value of Canadian citizenship.
With these worthy goals, I humbly request and anticipate that my colleagues from all sides of the House will support this legislation.",Conservative,Calgary Northeast,Devinder Shory,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=d6291432-a929-439c-a56e-c47bda2d2095&Language=E&Section=ALL
4535143,ca.proc.d.2012-09-19.14620.8,2012-09-19,9fe262f2-84db-4d3f-aa4e-99d4228a1911,25,"Mr. Leon Benoit (Vegreville—Wainwright, CPC)",,Statements By Members,Queen's Diamond Jubilee Medal,,"Mr. Speaker, over the next two weekends, I will have the great privilege of hosting ceremonies to honour 30 constituents of Vegreville—Wainwright by awarding them with the Queen's Diamond Jubilee Medal. This commemorative medal is a way for Canadians to honour Her Majesty as we celebrate the 60th anniversary of her accession to the throne as Queen of Canada and to recognize a select group of hard-working Canadians who have made and continue to make extraordinary contributions to our communities.
It is a difficult job indeed to narrow 140 extremely worthy nominations down to just 30 recipients. These are all people who have volunteered a lifetime of dedication and hard work to improving their communities and the lives of their families, neighbours, friends and often complete strangers. These outstanding citizens are truly the foundation upon which our remarkable country Canada has been built community by community.
I am thankful to them for a job well done.",Conservative,Vegreville--Wainwright,Leon Benoit,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9fe262f2-84db-4d3f-aa4e-99d4228a1911&Language=E&Section=ALL
4535144,ca.proc.d.2012-09-19.14620.9,2012-09-19,78336f0e-962c-47d2-a5b8-b59a26592789,8491,"Mr. Matthew Dubé (Chambly—Borduas, NDP)",,Statements By Members,2012 Olympic and Paralympic Games,,"Mr. Speaker, it is a great pleasure to acknowledge the performance of our Canadian athletes at the Olympic and Paralympic Games in London this summer. 
As citizens of this great country, we should be proud of what our athletes accomplished at these games. Our Olympic and Paralympic athletes, with their courage and determination, are an inspiration for all Canadians.
During these games, many of our athletes had the pleasure of reaching the podium; others just missed medals by mere seconds or millimetres. But they all inspired us with performances worthy of the best athletes in the world. 
We can all be proud as Canadians of the performance of our athletes. To see women and men from every part of this great land performing under the Canadian flag makes us all proud. 
I thank all who, with courage and determination and through the core values of excellence, respect and teamwork, showed the world what Canada is all about. 
On behalf of all of my colleagues on this side of the House, I congratulate them and thank them for those great and memorable sporting moments. They gave their everything and Canadians are proud of them.
You gave it your all and Canadians are proud of you.",New Democratic Party,Chambly--Borduas,Matthew Dubé,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=78336f0e-962c-47d2-a5b8-b59a26592789&Language=E&Section=ALL
