basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3901197,ca.proc.d.1992-03-24.1,1992-03-24,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3901198,ca.proc.d.1992-03-24.1.1,1992-03-24,,,,subtopic,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,,,,,
3901199,ca.proc.d.1992-03-24.1.1.1,1992-03-24,40db217b-1580-4c83-b079-be605f3f2fab,ca.m.9759,Mr. Albert Cooper (Parliamentary Secretary to Minister of State and Leader of the Government in the House of Commons):,Parliamentary Secretary to the Leader of the Government in the House of Commons,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,"Mr. Speaker, pursuant to Standing Order 36(8), I have the honour to table, in both official languages, the government's response to 12 petitions.
[Editor's Note: See today's Votes and Proceedings.]

",Progressive Conservative,,Albert Glen Cooper,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=40db217b-1580-4c83-b079-be605f3f2fab&Language=E&Section=ALL
3901200,ca.proc.d.1992-03-24.1.2,1992-03-24,,,,subtopic,ROUTINE PROCEEDINGS,PETITIONS,,,,,,
3901201,ca.proc.d.1992-03-24.1.2.1.1,1992-03-24,206ef0b1-261c-4ea0-98c2-e8fae2209e2e,ca.m.203,Mr. Peter Milliken (Kingston and the Islands):,Liberal Party Deputy House Leader,ROUTINE PROCEEDINGS,PETITIONS,CRIMES OF VIOLENCE,"Mr. Speaker, I am pleased to present a petition today decrying the incidence of violence in our society.
The petition is signed by numerous residents of Kingston and Odessa, Ontario. There is one signature from Oshawa and one from that very fine community of Willowdale, represented so ably in this House by the hon. member for Willowdale.
The petitioners call upon Parliament to amend the Criminal Code of Canada, the Bail Reform Act and the Parole Act in order to ensure that crimes of violence against the person are properly dealt with in the courts.

",Liberal,,Peter Andrew Stewart Milliken,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=206ef0b1-261c-4ea0-98c2-e8fae2209e2e&Language=E&Section=ALL
3901202,ca.proc.d.1992-03-24.1.2.2.1,1992-03-24,8c4715f2-2a10-48a2-bbeb-b3f407c4df4b,ca.m.5052,Hon. Bob Kaplan (York Centre):,,ROUTINE PROCEEDINGS,PETITIONS,GOODS AND SERVICES TAX,"Mr. Speaker, I rise on behalf of the member for Vancouver Quadra. He has received and asked that this petition be put forward in due form.
There are seven pages of signatures on behalf of the women in his area and others, and men as well, protesting the fact that the GST applies to sanitary napkins.

",Liberal,,Robert Phillip Kaplan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8c4715f2-2a10-48a2-bbeb-b3f407c4df4b&Language=E&Section=ALL
3901203,ca.proc.d.1992-03-24.1.2.3.1,1992-03-24,343f8a28-17d8-4230-9774-2805e41a7395,ca.m.167,Mr. Derek Lee (Scarborough -Rouge River):,,ROUTINE PROCEEDINGS,PETITIONS,CRIMES OF VIOLENCE,"Mr. Speaker, I rise to present a petition to the House which was prepared and signed by residents of east metropolitan Toronto and area, bringing to the attention of the House increases in the incidences of violent crimes.
The petitioners are asking the House to consider that and also to reform the Criminal Code, the Parole Act and the corrections act so that these serious problems of violence in our society may be addressed directly by the House.

",Liberal,,Derek Vincent Lee,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=343f8a28-17d8-4230-9774-2805e41a7395&Language=E&Section=ALL
3901204,ca.proc.d.1992-03-24.1.2.4.1,1992-03-24,65f64341-6e0c-46ae-8714-7a9e85e191fa,ca.m.4051,Mr. Nelson A. Riis (Kamloops):,N.D.P. House Leader,ROUTINE PROCEEDINGS,PETITIONS,UNEMPLOYMENT INSURANCE ACT,"Mr. Speaker, it is an honour to present a petition pursuant to Standing Order 36 on behalf of railway employees who were suspended for accidental violation of the Canadian rail operating rules and are presently being unjustly penalized under sections 28 and 30 of the Unemployment Insurance Act.
Therefore, the petitioners are calling upon Parliament to take immediate steps to specify that accidental violation of the Canadian rail operating rules do not constitute employee misconduct under sections 28 and 30 of the Unemployment Insurance Act.

",New Democratic Party,,Nelson Andrew Riis,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=65f64341-6e0c-46ae-8714-7a9e85e191fa&Language=E&Section=ALL
3901205,ca.proc.d.1992-03-24.1.2.5.1,1992-03-24,65f64341-6e0c-46ae-8714-7a9e85e191fa,ca.m.4051,Mr. Nelson A. Riis (Kamloops):,N.D.P. House Leader,ROUTINE PROCEEDINGS,PETITIONS,RACIAL DISCRIMINATION,"Mr. Speaker, I have another petition. The petitioners, again from British Columbia, point out that the sale of lapel buttons depicting a Caucasian male as being in the minority, breeds racial intolerance. This perpetuates racial stereotypes and that practice ought to have no place in a country which prides itself in its multicultural fabric.
The petitioners are urging Parliament to take immediate steps to end this racist initiative.

Supply

",New Democratic Party,,Nelson Andrew Riis,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=65f64341-6e0c-46ae-8714-7a9e85e191fa&Language=E&Section=ALL
3901206,ca.proc.d.1992-03-24.1.3,1992-03-24,,,,subtopic,ROUTINE PROCEEDINGS,QUESTIONS ON THE ORDER PAPER,,,,,,
