basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4526017,ca.proc.d.2012-05-29.14502.0,2012-05-29,fe517b95-bc62-4fe8-96aa-998994aefd48,173,"Mr. Tom Lukiwski (Parliamentary Secretary to the Leader of the Government in the House of Commons, CPC)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8), I have the honour to table, in both official languages, the government's response to 21 petitions.",Conservative,Regina--Lumsden--Lake Centre,Tom Lukiwski,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fe517b95-bc62-4fe8-96aa-998994aefd48&Language=E&Section=ALL
4526018,ca.proc.d.2012-05-29.14502.1,2012-05-29,4ac38ab4-c480-4dde-8f12-a80ff2b4f215,185,"Mr. Pat Martin (Winnipeg Centre, NDP)",,Routine Proceedings,Committees of the House,Government Operations and Estimates,"Mr. Speaker, I have the honour to present, in both official languages, the sixth report of the Standing Committee on Government Operations and Estimates in relation to its study of the main estimates for the fiscal year ending March 31, 2013. ",New Democratic Party,Winnipeg Centre,Pat Martin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4ac38ab4-c480-4dde-8f12-a80ff2b4f215&Language=E&Section=ALL
4526019,ca.proc.d.2012-05-29.14502.2,2012-05-29,aa58e8f5-4a46-4c79-8e97-b9ebe28c9d9a,295,"Hon. Peter Van Loan (Leader of the Government in the House of Commons, CPC)",,Routine Proceedings,Committees of the House,Fisheries and Oceans,"Mr. Speaker, I ask for the unanimous consent of the House for the following motion:
 That, notwithstanding any Standing Order or usual practices of the House, the remainder of the debate, pursuant to Standing Order 66, on the motion to concur in the First Report of the Standing Committee on Fisheries and Oceans, presented on Wednesday, October 19, 2011, be deemed to have taken place and the motion be deemed agreed to on division. 
",Conservative,York--Simcoe,Peter Van Loan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=aa58e8f5-4a46-4c79-8e97-b9ebe28c9d9a&Language=E&Section=ALL
4526020,ca.proc.d.2012-05-29.14502.3,2012-05-29,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Routine Proceedings,Committees of the House,Fisheries and Oceans,Does the hon. member have the unanimous consent of the House to move the motion?,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4526021,ca.proc.d.2012-05-29.14502.4,2012-05-29,,,,intervention,Routine Proceedings,Committees of the House,Fisheries and Oceans, Agreed.,,,Some hon. members,
4526022,ca.proc.d.2012-05-29.14502.5,2012-05-29,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Routine Proceedings,Committees of the House,Fisheries and Oceans," The House has heard the terms of the motion. Is it the pleasure of the House to adopt the motion?
On a point of order, the hon. member for Saanich—Gulf Islands.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4526023,ca.proc.d.2012-05-29.14502.6,2012-05-29,eaa6694f-1e20-4aae-ad3b-e694b0e12c59,9187,Ms. Elizabeth May,Interjection,Routine Proceedings,Committees of the House,Fisheries and Oceans,"Mr. Speaker, I am not going to block this motion and I wish to give my consent, but I want to register that I am very unhappy that although I tried to speak to this issue, there just was not time in debate. However, I do not want to hold up the House, so I will consent.",Green,Saanich--Gulf Islands,Elizabeth May,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=eaa6694f-1e20-4aae-ad3b-e694b0e12c59&Language=E&Section=ALL
4526024,ca.proc.d.2012-05-29.14502.7,2012-05-29,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Routine Proceedings,Committees of the House,Fisheries and Oceans,Does the hon. minister have the unanimous consent of the House for this motion?,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4526025,ca.proc.d.2012-05-29.14502.8,2012-05-29,,,,intervention,Routine Proceedings,Committees of the House,Fisheries and Oceans, Agreed.,,,Some hon. members,
4526026,ca.proc.d.2012-05-29.14502.9,2012-05-29,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Routine Proceedings,Committees of the House,Fisheries and Oceans,(Motion agreed to),Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
