basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4204443,ca.proc.d.2002-01-30.1960.0,2002-01-30,,,,,,,,"As is our practice on Wednesday we will now sing O Canada, and we will be led by the hon. member for Peterborough.",,,The Speaker,
4204444,ca.proc.d.2002-01-30.1960.1,2002-01-30,271b9d41-1d28-4ac0-8a43-39773260f1a0,106,"Mr. Joe Fontana (London North Centre, Lib.)",,Statements By Members,Brain Tumour Foundation,,"Mr. Speaker, I would like to acknowledge that this year is the 20th anniversary of the Brain Tumour Foundation of Canada.
Each year approximately 10,000 Canadians are diagnosed with a brain tumour. Brain tumours are the second leading cause of cancer death for children and young adults. They are one of the fastest growing causes of cancer death in the elderly. In fact, two of my good friends, David Murray and Emilio Grimaldi, passed away from brain tumours.
This national non-profit organization has grown from a very humble beginning in London, Ontario to become a leader with supporters in many parts of the country. It provides support services to several thousands of those affected by brain tumours. To celebrate its anniversary the Brain Tumour Foundation of Canada is launching today its virtual support centre website, one more way to connect more patients, families and friends for hope, information and support.
I congratulate all of those people associated with the Brain Tumour Foundation for their hard work and contribution to our nation.",Liberal,London North Centre,Joe Fontana,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=271b9d41-1d28-4ac0-8a43-39773260f1a0&Language=E&Section=ALL
4204445,ca.proc.d.2002-01-30.1960.2,2002-01-30,661a3062-86d1-4ba3-9e70-81c866aa2fc3,9,"Mr. David Anderson (Cypress Hills—Grasslands, Canadian Alliance)",,Statements By Members,Canadian Wheat Board,,"Mr Speaker, it is the end of January and the audit of the financial transactions and operations of the Canadian Wheat Board by the Auditor General of Canada is to be completed any day.
It comes as no surprise that the audit report may never be made public. Only the minister responsible for the Canadian Wheat Board and it's board of directors will be given a copy. It is up to them whether to release the audit publicly. If the Canadian Wheat Board wants to be accountable to western Canadian farmers, it must finally lift the veil of secrecy surrounding its operations and release the entire audit of the Canadian Wheat Board.
However, even this will do nothing to free farmers from the CWB's restrictive and expensive bureaucracy. Until farmers actually have the freedom to market and process their own grain, they will be unable to develop and strengthen their own communities.
I challenge the minister responsible for the Canadian Wheat Board to take the unusual step of actually showing initiative by not only releasing the complete audit but also releasing western Canadian producers from an outdated, costly and mandatory grain marketing system.",Canadian Alliance,Cypress Hills--Grasslands,David Anderson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=661a3062-86d1-4ba3-9e70-81c866aa2fc3&Language=E&Section=ALL
4204446,ca.proc.d.2002-01-30.1960.3,2002-01-30,abbb9860-8c37-4efe-8993-6d7f8176ed60,70,"Mr. Joe Comuzzi (Thunder Bay—Superior North, Lib.)",,Statements By Members,Tony Seuret,,"Mr. Speaker, in this House we pay tribute to outstanding individuals who make great contributions to our communities and to our lives. One of those people is Tony Seuret of Thunder Bay.
He excelled in education, starting as a professor at Lakehead University, becoming chair of the school of business and eventually being honoured by a fellowship from the university.
After leaving the academic field, he served in broadcasting with distinction at Thunder Bay television and CKPR radio for 25 years during the formidable years of communications.
In the community, Tony has served the Economic Developers Council of Ontario and in every area that has benefited the people of Thunder Bay and northwestern Ontario. Tony Seuret is retiring tomorrow. We wish him and Ann all of the very best.
Mr. Speaker, I have given him a message on your behalf that his contribution should not stop and that he should play a very active role in the community in the future.",Liberal,Thunder Bay--Superior North,Joe Comuzzi,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=abbb9860-8c37-4efe-8993-6d7f8176ed60&Language=E&Section=ALL
4204447,ca.proc.d.2002-01-30.1960.4,2002-01-30,61710303-a5f1-4e63-aed1-adb4dc548e6b,3771,"Mr. Claude Duplain (Portneuf, Lib.)",,Statements By Members,Arthritis,,"Mr. Speaker,Yesterday, the Arthritis Society was proud to unveil the first ever Canadian Arthritis Bill of Rights. This bill enshrines the basic rights and responsibilities for Canadian arthritis patients, from the right to timely and accurate diagnosis of the disease to the right to quicker access to new medications.
The purpose of this initiative is to raise public awareness of the problems relating to arthritis and to mobilize arthritis patients.
It is estimated that 85% of Canadians are likely to be affected by arthritis before the age of 70. Arthritis is also responsible for 25% of long term disability cases in Canada.
Now that they have this Canadian bill of rights, arthritis patients have a legitimate platform from which to demand their right to be heard.",Liberal,Portneuf,Claude Duplain,
4204448,ca.proc.d.2002-01-30.1960.5,2002-01-30,841df8fe-dd6d-4dc2-8b8b-e99c22411b81,2219,"Mr. Andy Savoy (Tobique—Mactaquac, Lib.)",,Statements By Members,Hockey,,"Mr. Speaker, the first ever World Pond Hockey Championships were held January 19 and 20 in Plaster Rock, New Brunswick. I congratulate the organizers, Jackie Hebert, Danny Braun and Tom Chamberlain for their efforts.
Drawing media attention and interest from hockey enthusiasts around the globe, this 38 team tournament raised $5,000 to help fund a new local arena. Played on a postcard perfect lake, the puck party typified Canadian winter at its best, reviving fond memories of open air matches from childhood.
Behind the scenes was a small army of volunteers who spent every night leading up to the tournament shovelling snow and preparing the ice surfaces. Already teams from as far away as Finland are inquiring about next year's championships. The tournament is a shining example of community spirit and Canada's passion for our national sport.
I extend congratulations to everyone involved. I am confident that the World Pond Hockey Championships will become a tradition on the Tobique.",Liberal,Tobique--Mactaquac,Andy Savoy,
4204449,ca.proc.d.2002-01-30.1960.6,2002-01-30,e18b4ce5-9e89-49bc-a939-94ad0ce63cf9,130,"Mr. Michel Guimond (Beauport—Montmorency—Côte-de-Beaupré—Île-d'Orléans, BQ)",,Statements By Members,Shipbuilding,,"Mr. Speaker, the federal government's trade negotiations with the European Free Trade Association are at risk of destroying what remains of our shipbuilding industry.
Canada intends to resume the negotiations broken off in the year 2000, with a view to withdrawing certain duties, the repercussions of which might be fatal to our shipbuilding industry.
Yet, less than a year ago, the government was claiming it wanted to revive domestic shipbuilding. In the absence of any real business support policy, it indicated some good intentions, stating that no tariffs would be eliminated without prior consultation of the stakeholders.
If the Minister for International Trade takes the trouble to carry out that consultation, he will see that a number of them have concerns about countries such as Norway having access to our markets, and thus totally annihilating any hopes the thousands of Quebec and Canadian shipyard workers might have of getting back to work.
Does the Minister of International Trade want to close down these last shipyards in Quebec and in Canada?",Bloc Québécois,Beauport--Montmorency--Côte-De- Beaupré--Île-D'Orléans,Michel Guimond,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e18b4ce5-9e89-49bc-a939-94ad0ce63cf9&Language=E&Section=ALL
4204450,ca.proc.d.2002-01-30.1960.7,2002-01-30,4ac38ab4-c480-4dde-8f12-a80ff2b4f215,185,"Mr. Pat Martin (Winnipeg Centre, NDP)",,Statements By Members,Philippines,,"Mr. Speaker, I know that I speak for all members of parliament when I say that we value the warm and cordial relationship we enjoy with the Philippines as a nation and that we are proud to host the president of the Philippines, Gloria Arroyo, in our country this week.
I can also say without any fear of contradiction that we value the substantial contributions made by Filipino people who have chosen to make Canada their home. I need only point to the hon. Minister of Veterans Affairs by way of an example, or my friend and colleague the president of the Philippine Association of Manitoba, Mr. Lito Taruc, who joins us here today.
In recognition of the special relationship between our two countries I urge the Canadian government to give Filipino immigrants the respect they deserve in ways such as recognizing their professional credentials, especially those of domestic workers in the live-in caregiver program.
I further urge the government to ensure that Canadian companies doing business in the Philippines conduct themselves as good corporate citizens and that mining companies like Placer Dome are held accountable for the environmental degradation resulting from its activities on the Boac river.
To my friends in the Filipino community I say mabuhay .",New Democratic Party,Winnipeg Centre,Pat Martin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4ac38ab4-c480-4dde-8f12-a80ff2b4f215&Language=E&Section=ALL
4204451,ca.proc.d.2002-01-30.1960.8,2002-01-30,7735b9d3-b2fe-47b2-b170-7d73357280a5,118,"Mr. John Godfrey (Don Valley West, Lib.)",,Statements By Members,Aga Khan,,"Mr. Speaker, to my friends in the Ismaili community I say Ya Ali Madad .
I ask the House to join me in extending a warm welcome to their leader, His Highness the Aga Khan. The Aga Khan succeeded his grandfather as Imam of the Shia Imami Ismaili muslims in 1957. As a religious leader he has promoted a view of Islam as a faith that teaches compassion, tolerance and upholds human dignity.
In keeping with this vision, the Aga Khan has led the creation of the Aga Khan Development Network. This group of institutions has made a significant contribution to peace, stability and social development in poor regions across Asia and Africa. It works to improve living conditions for all people without regard to religion or origin.
The Aga Khan Foundation in Canada was established in 1980. It is a non-profit organization that seeks ways to improve education, health care and rural income around the world.
I am sure that my colleagues in the House will join me in extending the best wishes to His Highness the Aga Khan. Ya Ali Madad .",Liberal,Don Valley West,John Godfrey,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7735b9d3-b2fe-47b2-b170-7d73357280a5&Language=E&Section=ALL
4204452,ca.proc.d.2002-01-30.1960.9,2002-01-30,6025d38f-3695-4037-8221-3f4cb652936b,58,"Mr. Bill Casey (Cumberland—Colchester, PC/DR)",,Statements By Members,Trade,,"Mr. Speaker, the Department of International Trade has created a great deal of confusion with the sudden interest in negotiating a free trade deal with Norway, Switzerland, Iceland and Liechtenstein. If this deal is completed the Atlantic Canadian shipbuilding industry and the offshore gas and oil industry will face unfair competition from Norway which already has excess capacity in ships and shipbuilding facilities.
Although the deal came out of nowhere and caught the industry completely by surprise, we now know that 15 MPs from Norway are coming to Ottawa next week and that the king of Norway will make a state visit to Canada in May.
I hope that this flurry of trade talks is not just an effort to provide the Prime Minister with a photo-op signing a trade deal with the king. This photo-op will cost hundreds of valuable jobs in Atlantic Canada in the very industry that the Government of Canada said would be for the benefit of Atlantic Canada.
This deal should be shelved and the Prime Minister should go find another photo-op with the king.",Progressive Conservative,Cumberland--Colchester,Bill Casey,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6025d38f-3695-4037-8221-3f4cb652936b&Language=E&Section=ALL
