basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3916063,ca.proc.d.1992-06-17.1,1992-06-17,,,,topic,STATEMENTS PURSUANT TO S. O. 31,,,,,,,
3916064,ca.proc.d.1992-06-17.1.1,1992-06-17,,,,subtopic,STATEMENTS PURSUANT TO S. O. 31,WOODLOTS,,,,,,
3916065,ca.proc.d.1992-06-17.1.1.1,1992-06-17,7872292a-9832-460a-9ce5-08369d7a25c0,ca.m.7593,Mr. Bill Vankoughnet (Hastings-Frontenac-Lennox and Addington):,,STATEMENTS PURSUANT TO S. O. 31,WOODLOTS,,"Mr. Speaker, proposals by the Ontario government would give counties and regions authority over woodlots greater than 2.5 acres and other municipalities the power to control individual shade trees, windbreaks and fence rows.
These proposed changes could have a serious impact on private landowners' rights and should be of concern to anyone who has a tree growing on his or her property.
Ontario is pushing responsibility on to municipalities while at the same time allowing clear cutting on its own Crown lands. My constituents are tired of too much government and this proposed legislation promises to be a nightmare of permits, regulation, and enforcement; all to the detriment of the taxpayer.
Canadians love the privileges that come with freedom, peace, private property and the pursuit of the work ethic.
At this sensitive time in our country's history, I urge members of Parliament to work to find ways to support and encourage law abiding, environmentally conscious private citizens rather than targeting them with restrictive and expensive laws which have not worked in eastern Europe or elsewhere.

",Progressive Conservative,,William John Vankoughnet,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7872292a-9832-460a-9ce5-08369d7a25c0&Language=E&Section=ALL
3916066,ca.proc.d.1992-06-17.1.2,1992-06-17,,,,subtopic,STATEMENTS PURSUANT TO S. O. 31,MULTICULTURAL ORGANIZATIONS,,,,,,
3916067,ca.proc.d.1992-06-17.1.2.1,1992-06-17,6b88107b-4cfd-4fd4-8ee0-5a7d6048936a,ca.m.8060,Mrs. Shirley Maheu (Saint-Laurent-Cartierville):,,STATEMENTS PURSUANT TO S. O. 31,MULTICULTURAL ORGANIZATIONS,,"Mr. Speaker, once again the Conservative government is interfering with multicultural organizations instead of co-operating with them.

The minister is trying to undermine the World Sikh Organization by funding to the tune of $130,000 the National Alliance of Canadian Sikhs.
The World Sikh Organization has represented Sikhs without any grants or subsidies from the government, yet the minister has the nerve to proclaim the alliance as the principal organization representing Sikhs.
It is time the government stopped interfering in the internal matters of ethnocultural communities and the Sikh community specifically. The role of multicultural-ism and citizenship should be the building of bridges and not barriers.

",Liberal,,Shirley Maheu,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6b88107b-4cfd-4fd4-8ee0-5a7d6048936a&Language=E&Section=ALL
3916068,ca.proc.d.1992-06-17.1.3,1992-06-17,,,,subtopic,STATEMENTS PURSUANT TO S. O. 31,REGIONAL DEVELOPMENT,,,,,,
3916069,ca.proc.d.1992-06-17.1.3.1,1992-06-17,cfd50f9b-6837-4264-b0f2-985c2bac137e,ca.m.9268,Mr. Jean-Pierre Hogue (Outremont):,,STATEMENTS PURSUANT TO S. O. 31,REGIONAL DEVELOPMENT,,"Mr. Speaker, I would like to take this opportunity to draw your attention to a measure taken by our government to support Montreal's economic development over the next few years. I do so on behalf of the members of the Montreal caucus I have the honour to chair.
Monday, the Minister of National Health and Welfare, who is responsible for the Federal Office of Regional Development, announced that $150 million would be allocated by the government to support projects in sectors that would afford the best prospects for Montreal.
This initiative by our government is well suited to the partnership that exists today between government and

June 17, 1992
the private sector and which is aimed at making Montreal a world class industrial and technological centre.
In concluding, Mr. Speaker, I would like to add that I have the firm conviction that with this injection of $150 million Montreal will be able to further enhance its role as a centre of excellence for a variety of disciplines.
I would like to recall the work done by members of the Montreal caucus who made this initiative a success and, again, our thanks to the minister.

",Progressive Conservative,,Jean-Pierre Hogue,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=cfd50f9b-6837-4264-b0f2-985c2bac137e&Language=E&Section=ALL
3916070,ca.proc.d.1992-06-17.1.4,1992-06-17,,,,subtopic,STATEMENTS PURSUANT TO S. O. 31,HUMAN RIGHTS,,,,,,
3916071,ca.proc.d.1992-06-17.1.4.1,1992-06-17,a03c4e49-6a3d-4810-831e-4e694d169628,ca.m.7626,Mr. Dan Heap (THnity-Spadina):,,STATEMENTS PURSUANT TO S. O. 31,HUMAN RIGHTS,,"Mr. Speaker, three days ago the national police of El Salvador kidnapped Jose Adolfo Rodas Rivera without a judicial order and are holding him in police headquarters, likely torturing him.
Rodas is a leader in the Christian Committee for the Displaced People, the group that has promoted the peaceful return of peasant families to war-tom areas of El Salvador.
The police are the force of the old military elite trying to block the peaceful return of democracy to El Salvador. With continuing United States' money and arms, El Salvador continues to drive some people to become refugees
Therefore, this is no time for Canada to begin dismantling our laws for giving shelter to refugees. We must not classify El Salvador as a safe country from which no real refugees come. We must not return Salvadorans to the United States without first examining their refugee claims, as Bill C-86 would allow us to do.
Instead, Canada should call on El Salvador to release Rodas unharmed, and on the United States to cease arming the Salvadoran security forces.
 *

",New Democratic Party,,Daniel James Macdonnell Heap,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a03c4e49-6a3d-4810-831e-4e694d169628&Language=E&Section=ALL
3916072,ca.proc.d.1992-06-17.1.5,1992-06-17,,,,subtopic,STATEMENTS PURSUANT TO S. O. 31,CANADA 125 CELEBRATIONS,,,,,,
