basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4211994,ca.proc.d.2002-04-10.1991.0,2002-04-10,,,,,,,,"As is our practice on Wednesday we will now sing O Canada, and we will be led by the hon. member for Algoma--Manitoulin.
[Editor's Note: Members sang the national anthem]",,,The Speaker,
4211995,ca.proc.d.2002-04-10.1991.1,2002-04-10,3176068f-62ee-4b2f-aacd-1131201c6db1,242,"Mr. Geoff Regan (Halifax West, Lib.)",,Statements By Members,Hockey,,"Mr. Speaker, it gives me great pleasure to rise in the House today to congratulate the city of Halifax, Nova Scotia, which was named the host city of the Women's World Hockey Championships in 2004.
As the House is well aware women's ice hockey is one of Canada's fastest growing sports and our best are also the world's best having won gold at the recent winter olympic games in Salt Lake City.
The Canadian Hockey Association announced on April 5 that the city of Halifax will host the Women's World Hockey Championships in March and April 2004. Halifax has always been a great sport city and has successfully hosted many national and international sport events. Halifax is also hosting the upcoming 2003 Junior Men's World Championships and is now positioned as a leader in hosting international events.
I am sure all members will join me in congratulating the city of Halifax, the Canadian Hockey Association and all female hockey players, coaches and volunteers on bringing the world's best to Canada in 2004.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3176068f-62ee-4b2f-aacd-1131201c6db1&Language=E&Section=ALL
4211996,ca.proc.d.2002-04-10.1991.2,2002-04-10,eb53bf99-e3d5-44b9-a15e-6c295470cdd4,270,"Mr. Kevin Sorenson (Crowfoot, Canadian Alliance)",,Statements By Members,Police and Peace Officers,,"Mr. Speaker, this is the third time in just over one month that I have risen in the House to pay respects to a fallen police officer. In mid-February, Toronto Police Constable Laura Ellis was tragically killed while responding to an emergency call. In mid-March I rose in honour of RCMP Constable Christine Diotte who lost her life in the line of duty.
Today I stand out of respect for RCMP Constable Wael Audi. This 29 year old officer was killed March 29 while responding and patrolling the Sea to Sky Highway 10 kilometres north of Squamish, British Columbia.
Like the fallen officers before him the communities in which Audi worked and volunteered were deeply affected by this tragic loss. An RCMP spokesman said Audi represented everything good and right about the RCMP's presence in the community.
Dennis Strongquill, Benoît L'Écuyer, Laura Ellis, Christine Diotte and Wael Audi represent the selfless sacrifice Canadian police officers from coast to coast make every day to keep the citizens of this country safe.",Canadian Alliance,Crowfoot,Kevin Sorenson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=eb53bf99-e3d5-44b9-a15e-6c295470cdd4&Language=E&Section=ALL
4211997,ca.proc.d.2002-04-10.1991.3,2002-04-10,71f55123-68a5-4a4d-a9b8-f778f62ccb43,6106,"Mr. John Richardson (Perth--Middlesex, Lib.)",,Statements By Members,Agriculture,,"Mr. Speaker, I rise in the House today to announce that a new dairy show is making its home in Stratford, Ontario.
Ontario Dairy Discovery, a new two day Holstein and Jersey show which also includes a trade show, will debut at the Stratford fairgrounds on April 11 and 12, 2002. Amalgamating the former Ontario Holstein spring show, the Ontario Jersey spring show and the Ontario Dairy Discovery show, this could become one of the two largest dairy shows in the province.
At present there are more than 200 Holsteins, 150 Jerseys and at least 30 businesses registered in the trade show. Entries have been coming in from all over Ontario, Quebec, eastern Canada and the northeastern United States.
This new venture plans to make a permanent home at the Stratford fairgrounds. It represents a pooling of resources and talents from the previous smaller dairy exhibitions. Hopefully it will become a great success in future years.
I congratulate the Stratford fairgrounds and the constituents of Perth--Middlesex for becoming the hosts to this new venture.",Liberal,Perth--Middlesex,John Richardson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=71f55123-68a5-4a4d-a9b8-f778f62ccb43&Language=E&Section=ALL
4211998,ca.proc.d.2002-04-10.1991.4,2002-04-10,f6d1f5af-95f2-4262-bc52-ce4406fd2a0d,238,"Mr. Marcel Proulx (Hull--Aylmer, Lib.)",,Statements By Members,Infrastructure,,"Mr. Speaker, recently some very significant improvements have been made in the riding of Argenteuil--Papineau--Mirabel, through the Canada-Quebec Infrastructure Works Program. I believe it is important to draw attention to these projects.
In the municipality of Ripon, the Government of Canada's participation of $15,395 will make it possible to replace the obsolete water mains serving rue Martel.
The Government of Canada's $17,682 contribution to Montpellier will enable the municipality to install a disinfection system as well as control mechanisms for their water system.
In Mirabel, the Government of Canada's $1 million participation will be used for expansion of the Saint-Canut waste water treatment plant.
The mayors of these three municipalities, Léo Bédard, Rhéo Faubert and Hubert Meilleur, are delighted with the positive effects of these projects. They will make it possible to improve community infrastructure, the environment, and their citizens' quality of life at the same time. I believe it is important for the people of Argenteuil--Papineau--Mirabel to be aware of the benefits of the Canada-Quebec Infrastructure Works Program.
When completely implemented, this program will have resulted in projects with a total value of $1.686 billion.",Liberal,Hull--Aylmer,Marcel Proulx,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f6d1f5af-95f2-4262-bc52-ce4406fd2a0d&Language=E&Section=ALL
4211999,ca.proc.d.2002-04-10.1991.5,2002-04-10,80c817d1-aef2-4352-a497-c58cd1ee932e,2313,"Mr. Janko Peric (Cambridge, Lib.)",,Statements By Members,Donald Shaver,,"Mr. Speaker, Donald McQueen Shaver, agriculture visionary and chair of the Canadian Farm Animal Genetic Resources Foundation, was recently inducted into the Ontario Agriculture Hall of Fame.
The founder of Shaver Poultry, with five local farms and franchises in 94 countries, he is a leader in the preservation of biodiversity and genetic conservation in the agriculture sector.
A former commander of a World War II tank regiment he always fostered pride, loyalty and community. An honourary colonel in the Highland Fusiliers he has served on area hospital and university boards and various service clubs. He continues to provide his vast knowledge to developing nations as a member of the United Nations food and agriculture organization committee.
I know all members will join me in congratulating Donald Shaver on this recent honour.",Liberal,Cambridge,Janko Peric,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80c817d1-aef2-4352-a497-c58cd1ee932e&Language=E&Section=ALL
4212000,ca.proc.d.2002-04-10.1991.6,2002-04-10,6b1476fa-30eb-4646-a2d9-387d1f28d417,41,"Ms. Diane Bourgeois (Terrebonne--Blainville, BQ)",,Statements By Members,Rural Route Mail Couriers,,"Mr. Speaker, today a delegation from the national congress of the postal workers union , members of the rural mail couriers organization and other related groups assembled on parliament Hill to speak out against the way rural route mail couriers are treated.
Although these men and women do a job similar to that of letter carriers, they are far from benefiting from the same recognition. They have no job security and are continually forced to bid lower and lower.
In addition to having to use their own vehicles and bear any related expenses, rural mail couriers earn less than minimum wage and have no paid annual leave, or even sick leave. This is because the Canada Post Act denies them the right to collective bargaining. This act must therefore be changed.
The Bloc Quebecois supports the actions of the rural mail carriers and the demands they are making, and faults the federal government for its inertia in this matter.",Bloc Québécois,Terrebonne--Blainville,Diane Bourgeois,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6b1476fa-30eb-4646-a2d9-387d1f28d417&Language=E&Section=ALL
4212001,ca.proc.d.2002-04-10.1991.7,2002-04-10,1b175d0f-9278-4e04-9fa8-0368e591c5a5,69,"Mr. Joe Comartin (Windsor--St. Clair, NDP)",,Statements By Members,Airline Industry,,"Mr. Speaker, communities all across Canada are suffering from decreased air service over the past several years due to the elimination of a national carrier and a reduction in routes.
Many local and regional airports have been forced to cover the cost of the federal government's downloading and pass on the costs directly to passengers in the form of service fees. These fees are in addition to the Liberal government's multibillion dollar airport security tax grab that forces passengers, including children as young as two years of age, to pay $24 on round trip tickets.
In Windsor, Ontario the airport authority is considering charging a $10 service fee to all passengers to help cover the financial losses due in part to a decrease in air travel since September 11. This charge would be an additional $34 for a round trip ticket for people flying from Windsor.
These unfair taxes are hurting Canadian families, the already struggling airline industry and communities across the country dependent upon the economic activity generated by local airports, and they should be removed immediately.",New Democratic Party,Windsor--St. Clair,Joe Comartin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1b175d0f-9278-4e04-9fa8-0368e591c5a5&Language=E&Section=ALL
4212002,ca.proc.d.2002-04-10.1991.8,2002-04-10,0d8486f0-be42-41d4-ac82-c51a7f9c0fa9,72,"Mr. Irwin Cotler (Mount Royal, Lib.)",,Statements By Members,International Criminal Court,,"Mr. Speaker, in a world beset by a brooding omnipresence not only in the Middle East which we hear a good deal about, but also in the killing fields in the Sudan and the Congo which we do not hear enough about, I am pleased to share with colleagues one bit of good news.
We are on the eve of one of the most dramatic developments in the history of international criminal justice since Nuremberg with the coming into effect tomorrow of the treaty for an international criminal court when the necessary 60th state party ratification will be deposited at the UN.
The 20th century was not only the age of atrocity, it was also the age of impunity since few perpetrators were brought to justice. We trust that the treaty for an international criminal court will not only deter an age of atrocity in the 21st century but will ensure that all perpetrators of these atrocities will be brought to justice.",Liberal,Mount Royal,Irwin Cotler,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0d8486f0-be42-41d4-ac82-c51a7f9c0fa9&Language=E&Section=ALL
4212003,ca.proc.d.2002-04-10.1991.9,2002-04-10,71f2c055-6209-4ee7-b049-ee5e3c1828bb,4228,"Mr. Rick Borotsik (Brandon--Souris, PC)",,Statements By Members,Agriculture,,"Mr. Speaker, the U.S. farm bill promises to bring undue hardship on Canadian farmers. The bill will increase government payments to American farmers and potentially introduce pulse crops to the American subsidy umbrella.
I have brought these concerns to the attention to the Minister of Agriculture and Agri-Food. Up until this point, he has done little to reassure working Canadian farmers that he is doing anything on their behalf.
In light of this, members will be surprised to learn that the U.S. secretary of agriculture, Ann Veneman, recently travelled to Mexico to meet with her counterpart, the Mexican secretary for agriculture. For two days they discussed co-operation with regard to agriculture policies between their two countries. I guess Canada was not invited. I guess Canada has lost all of its influence.
Despite this, the minister of agriculture today is in Washington, D.C., but who is he meeting with? He is meeting with the American farm bureau, he is meeting with the NFU but he has no meeting with the minister. What an insult to Canada. What an insult to our policy.",Progressive Conservative,Brandon--Souris,Rick Borotsik,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=71f2c055-6209-4ee7-b049-ee5e3c1828bb&Language=E&Section=ALL
