basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3907540,ca.proc.d.1992-05-07.1,1992-05-07,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3907541,ca.proc.d.1992-05-07.1.1,1992-05-07,,,,subtopic,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,,,,,
3907542,ca.proc.d.1992-05-07.1.1.1,1992-05-07,e2215b82-92bb-4ad0-91fb-632ad9f53a1b,ca.m.2460,Mr. Jim Edwards (Parliamentary Secretary to Minister of State and Leader of the Government in the House of Commons):,Parliamentary Secretary to the Leader of the Government in the House of Commons,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,"Mr. Speaker, pursuant to section 36(8) of the Standing Orders, I have the honour to table, in both official languages, the government's response to 15 petitions.
[Editor's Note: See today's Votes and Proceedings.]

",Progressive Conservative,,James (Jim) Stewart Edwards,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=e2215b82-92bb-4ad0-91fb-632ad9f53a1b&Language=E&Section=ALL
3907543,ca.proc.d.1992-05-07.1.1.2.1,1992-05-07,5627e87a-8a70-4c57-92d2-88ee2f2152d8,ca.m.522,Hon. Benoit Bouchard (Minister of National Health and Welfare):,Minister of National Health and Welfare,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,"HEALTH AND WELFARE, SOCIAL AFFAIRS, SENIORS AND THE STATUS OF WOMEN GOVERNMENT RESPONSE TO SECOND REPORT OF STANDING COMMITTEE","Mr. Speaker, pursuant to Standing Order 109, I have the honour to present, in both official languages, the government's response to the second report of the Standing Committee on Health and Welfare, Social Affairs, Seniors and the Status of Women, entitled: Canada's Children: Investing In Our Future.

",Progressive Conservative,,Benoît Bouchard,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5627e87a-8a70-4c57-92d2-88ee2f2152d8&Language=E&Section=ALL
3907544,ca.proc.d.1992-05-07.1.1.3.1,1992-05-07,c14a576f-4677-40aa-9055-2e18a6132949,ca.m.107,Mr. Doug Fee (Red Deer):,,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,BILL C-51 REPORT OF LEGISLATIVE COMMITTEE,"Mr. Speaker, I have the honour to present, in both official languages, the report of the legislative committee on Bill C-51, an
act respecting water resources in the Northwest Territories.
I would like to extend a few messages of appreciation, first to Mr. Sandy Birch, the clerk of this committee who did an extremely large amount of work and gave me a tremendous amount of assistance in the committee.
I would like to thank the legislative counsel and the research staff and the MPs from both sides of the House for their hard work and co-operation in getting this legislation back to the House. I would like to thank them for their persistence in ensuring that any potential problems might be identified.
I think in this case it is appropriate to thank the witnesses. Representatives of the Northwest Territories Water Board and the Dene nation made the long trip to Ottawa to share their expertise and their opinions with members of the committee. I would also like to thank the parliamentary secretary and departmental officials for their diligent efforts and assistance to the committee.

",Progressive Conservative,,Douglas Fee,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c14a576f-4677-40aa-9055-2e18a6132949&Language=E&Section=ALL
3907545,ca.proc.d.1992-05-07.1.1.4.1,1992-05-07,c14a576f-4677-40aa-9055-2e18a6132949,ca.m.107,Mr. Doug Fee (Red Deer):,,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,BILL C-52 REPORT OF LEGISLATIVE COMMITTEE,"Mr. Speaker, while I have the floor, I have the honour to present, in both official languages, the report of the same committee which studied Bill C-52, an act respecting water resources in the Yukon territory, with amendments, and extend the same appreciations as the membership in the committee was similar.
[Editor's Note: See today's Votes and Proceedings.]

",Progressive Conservative,,Douglas Fee,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c14a576f-4677-40aa-9055-2e18a6132949&Language=E&Section=ALL
3907546,ca.proc.d.1992-05-07.1.2,1992-05-07,,,,subtopic,ROUTINE PROCEEDINGS,PETITIONS,,,,,,
3907547,ca.proc.d.1992-05-07.1.2.1.1,1992-05-07,3e662c00-f384-41ca-800e-f681095ebf4e,ca.m.862,Mr. David Barrett (Esquimalt-Juan de Fuca):,,ROUTINE PROCEEDINGS,PETITIONS,THE CONSTITUTION,"Mr. Speaker, on behalf of a group of constituents in my area I am presenting a petition requesting the enactment of legislation providing for a referendum of the people with respect to the constitutional amendments.

Routine Proceedings
I have certified it as meeting the needs of the House.

",New Democratic Party,,David Barrett,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3e662c00-f384-41ca-800e-f681095ebf4e&Language=E&Section=ALL
3907548,ca.proc.d.1992-05-07.1.2.2.1,1992-05-07,1378dadc-ab8f-4ee8-8a3a-0482a143b646,ca.m.299,Mr. Tom Wappel (Scarborough West):,,ROUTINE PROCEEDINGS,PETITIONS,VIOLENT CRIME,"Mr. Speaker, I am pleased to present a petition today which was in my riding constituency office on the coffee table. As different constituents came into my office on different matters they read the petition and without prompting signed it.
It is a petition with which the House is already familiar, and presented by the parents of the late Nina de Villiers. It calls upon Parliament to recognize that crimes of violence against the person are serious and abhorrent to society, and to amend the Criminal Code of Canada, the Bail Reform Act, 1972 and the Parole Act accordingly.
The petition is signed by constituents of mine in Scarborough West.

",Liberal,,Thomas (Tom) William Wappel,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1378dadc-ab8f-4ee8-8a3a-0482a143b646&Language=E&Section=ALL
3907549,ca.proc.d.1992-05-07.1.2.3.1,1992-05-07,9b8d1709-1a8c-4c95-b3d9-bdb027c13a7b,ca.m.7344,Mr. Rex Crawford (Kent):,,ROUTINE PROCEEDINGS,PETITIONS,BLENDED FUELS,"Mr. Speaker, I am honoured once again to rise in the House pursuant to Standing Order 36 and present a petition on behalf of the constituents of Kent county.
Whereas our corn growing industry is of vital economic importance to southwestern Ontario and to Canada, with Kent county the number one grain corn producer on average in Canada, the petitioners are asking the government to undertake a greater federal commitment with better promotion of ethanol blended fuels.
They want a legislated 10 per cent blend for all automotive fuels and new incentives for the community development of grain fed production plants.

",Liberal,,Rex Crawford,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9b8d1709-1a8c-4c95-b3d9-bdb027c13a7b&Language=E&Section=ALL
