basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3896673,ca.proc.d.1992-02-25.1,1992-02-25,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3896674,ca.proc.d.1992-02-25.1.1,1992-02-25,,,,subtopic,ROUTINE PROCEEDINGS,PETITIONS,,,,,,
3896675,ca.proc.d.1992-02-25.1.1.1.1,1992-02-25,04cfef36-ff5b-41e1-9373-872f85b30ed2,ca.m.9341,Mr. Jean-Marc Robitaille (Terrebonne):,,ROUTINE PROCEEDINGS,PETITIONS,COUP D'ETAT IN HAITI,"Mr. Speaker,
I have the honour to table in the House today a petition from 1,055 people in my riding and surrounding areas who denounce the coup d'etat in Haiti, the military actions led by General Raoul Cedras and the destruction and pillage of institutions working for the development of that country ravaged by poverty, lack of free expression and carnage that has already claimed thousands of victims.
For these reasons, the petitioners ask Parliament and the government to demand that democracy be restored and human rights respected, not to recognize the present regime and to make the embargo ordered by the Organization of American States effective. They want Canada to put as much energy into freeing Haiti from the oppression of the military officers illegally in power as we put into freeing Kuwait from occupation.

",Progressive Conservative,,Jean-Marc Robitaille,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=04cfef36-ff5b-41e1-9373-872f85b30ed2&Language=E&Section=ALL
3896676,ca.proc.d.1992-02-25.1.1.2.1,1992-02-25,2181bb23-f976-4835-86a1-ad5324f54b8e,ca.m.3377,Mr. Stan Keyes (Hamilton West):,,ROUTINE PROCEEDINGS,PETITIONS,VIOLENT CRIME,"Mr. Speaker, I have the honour, duty and privilege, pursuant to Standing Order 36, to present a petition, certified correct by the clerk of petitions. It contains the signatures of Canadians living in the communities of St. Catharines, Hamilton, Stoney Creek, Grimsby, Guelph, Burlington and Etobicoke.
These petitioners join the tens of thousands of petitioners, in fact we have received over 100,000 signatures, requesting that Parliament recognize that crimes of
violence against the person are serious and abhorrent to society. They ask that we amend the Criminal Code of Canada, the Bail Reform Act of 1972 and the Parole Act accordingly.

",Liberal,,Stan Kazmierczak Keyes,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2181bb23-f976-4835-86a1-ad5324f54b8e&Language=E&Section=ALL
3896677,ca.proc.d.1992-02-25.1.1.3.1,1992-02-25,f589a667-2e1e-4106-aa66-50b7ee358ea8,ca.m.1806,Ms. Joy Langan (Mission-Coquitlam):,Deputy Whip of the N.D.P.,ROUTINE PROCEEDINGS,PETITIONS,BREAST IMPLANTS,"Mr. Speaker, it is my pleasure and with some sadness that I table a petition signed by women from all across the country requesting that the Ministry of National Health and Welfare have an independent judicial inquiry into the testing and approval process for all medical devices. In particular, this petition is around the case of Meme breast implants and silicone breast implants.
The petitioners ask that the minister take the time to seek scientific evidence about the safety of these implants, as well as appoint an independent judicial inquiry to ensure that the manner in which medical devices are approved in this country is appropriate.

",New Democratic Party,,Joy Langan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f589a667-2e1e-4106-aa66-50b7ee358ea8&Language=E&Section=ALL
3896678,ca.proc.d.1992-02-25.1.1.4.1,1992-02-25,1ae39821-b353-4f54-86ff-5ac1924fcaeb,ca.m.2658,Mr. Charles A. Langlois (Manicouagan):,"Parliamentary Secretary to the Minister of Industry, Science and Technology",ROUTINE PROCEEDINGS,PETITIONS,GOODS AND SERVICES TAX,"Mr. Speaker, I have the honour this morning to table a petition signed by a group of people in the riding of Manicouagan, particularly individuals from Blanc-Sablon, Lourdes-de-Blanc-Sablon, Middle Bay, Bradore, Old Fort and Ri-viere-Saint-Paul. In this petition, the signers ask Parliament to eliminate the goods and services tax on women's sanitary products.
The petition has been certified correct as to form and content.

",Progressive Conservative,,Charles A. Langlois,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1ae39821-b353-4f54-86ff-5ac1924fcaeb&Language=E&Section=ALL
3896679,ca.proc.d.1992-02-25.1.1.5.1,1992-02-25,dbbdd33a-8aa5-47b0-aedc-a5f00bbb2181,ca.m.194,Mr. Joe McGuire (Egmont):,,ROUTINE PROCEEDINGS,PETITIONS,PENSIONS,"Mr. Speaker, it is my privilege to present two petitions from people right across Prince Edward Island, including employees of the federal government, whether active now or retired, who are very concerned about the government's intention to de index pensions.

Government Orders
These people come from Traveller's Rest, Wellington, Summerside, Miscouche and all across the province of Prince Edward Island. They are very fearful that if the government brings in legislation to de index pensions, their lifetime work will be unprotected and they will be very open to the vagaries of the future.

",Liberal,,Joseph Blair (Joe) McGuire,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=dbbdd33a-8aa5-47b0-aedc-a5f00bbb2181&Language=E&Section=ALL
3896680,ca.proc.d.1992-02-25.1.1.6.1,1992-02-25,41be2641-cabd-44d4-9f19-d9f0a3c0dc2c,ca.m.2367,Mr. Bob Speller (Haldimand-Norfolk):,,ROUTINE PROCEEDINGS,PETITIONS,GOODS AND SERVICES TAX,"Mr. Speaker, it is also my pleasure to present a petition to this House.
The petition is signed by a number of residents in my constituency, especially from around the Dunnville area, who are really upset with this government when it put a tax on water, namely the GST.
The petitioners call on this government to remove that tax and to make water zero rated status under the GST.
You will know, Mr. Speaker, this is just one of hundreds of petitions that I presented on this issue.

",Liberal,,Robert (Bob) Speller,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=41be2641-cabd-44d4-9f19-d9f0a3c0dc2c&Language=E&Section=ALL
3896681,ca.proc.d.1992-02-25.1.1.6.2,1992-02-25,807fcbb4-74d0-4f1f-8ed7-957075db258d,ca.m.3553,Mr. Dennis Mills (Broadview-Greenwood):,,ROUTINE PROCEEDINGS,PETITIONS,GOODS AND SERVICES TAX,"Mr. Speaker, I am honoured to have the opportunity to present to this House petitions that I have received from constituents of Broadview-Greenwood.
These petitions continue to call upon the government to develop a fairer, more simplified tax system, and they want the GST abolished.

",Liberal,,Dennis Joseph Mills,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=807fcbb4-74d0-4f1f-8ed7-957075db258d&Language=E&Section=ALL
3896682,ca.proc.d.1992-02-25.1.1.7.1,1992-02-25,807fcbb4-74d0-4f1f-8ed7-957075db258d,ca.m.3553,Mr. Dennis Mills (Broadview-Greenwood):,,ROUTINE PROCEEDINGS,PETITIONS,THE ENVIRONMENT,"Mr. Speaker, the petitioners continue to remind the government that the commitment it made in September 1988 to begin reclaiming the Great Lakes, specifically reclaiming the Don River, has not begun. They would like the government to please honour that commitment.

",Liberal,,Dennis Joseph Mills,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=807fcbb4-74d0-4f1f-8ed7-957075db258d&Language=E&Section=ALL
