basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4228841,ca.proc.d.2002-10-31.1690.0,2002-10-31,,,,stagedirection,,,,"A message from Her Excellency the Governor General transmitting Supplementary Estimates (A) of the sums required for the fiscal year ending on March 31, 2003, was presented by the Hon. President of the Treasury Board and read by the Speaker of the House.",,,,
4228842,ca.proc.d.2002-10-31.1690.1,2002-10-31,233caca3-acc5-4554-9c4f-4abf75950440,305,Mr. John Williams,,Routine Proceedings,Supplementary Estimates (A) 2002-2003,,I would like to ask whether the message from the Governor General which was just read is in proper order.,Canadian Alliance,St. Albert,John Williams,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=233caca3-acc5-4554-9c4f-4abf75950440&Language=E&Section=ALL
4228843,ca.proc.d.2002-10-31.1690.2,2002-10-31,,,,,Routine Proceedings,Supplementary Estimates (A) 2002-2003,,"As far as the Speaker can tell, it is.",,,The Speaker,
4228844,ca.proc.d.2002-10-31.1690.3,2002-10-31,3176068f-62ee-4b2f-aacd-1131201c6db1,242,"Mr. Geoff Regan (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8) I have the honour to table, in both official languages, the government's response to 10 petitions.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3176068f-62ee-4b2f-aacd-1131201c6db1&Language=E&Section=ALL
4228845,ca.proc.d.2002-10-31.1690.4,2002-10-31,99fe4f4b-b5b4-4f70-b3a0-f66f24350743,4464,"Hon. David Collenette (Minister of Transport, Lib.)",,Routine Proceedings,"Public Safety Act, 2002",,"
moved for leave to introduce Bill C-17, an act to amend certain acts of Canada, and to enact measures for implementing the Biological and Toxin Weapons Convention, in order to enhance public safety.

(Motions deemed adopted, bill read the first time and printed)",Liberal,Don Valley East,David Collenette,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=99fe4f4b-b5b4-4f70-b3a0-f66f24350743&Language=E&Section=ALL
4228846,ca.proc.d.2002-10-31.1690.5,2002-10-31,b68ab272-2335-4f0d-9d23-2148dd90f83c,68,"Hon. Denis Coderre (Minister of Citizenship and Immigration, Lib.)",,Routine Proceedings,Canadian Citizenship Act,,"
moved for leave to introduce Bill C-18, An Act respecting Canadian citizenship.

(Motions deemed adopted, bill read the first time and printed)",Liberal,Bourassa,Denis Coderre,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=b68ab272-2335-4f0d-9d23-2148dd90f83c&Language=E&Section=ALL
4228847,ca.proc.d.2002-10-31.1690.6,2002-10-31,476c3953-0211-47f5-9f19-152383e70835,4718,"Ms. Sarmite Bulte (Parliamentary Secretary to the Minister of Canadian Heritage, Lib.)",,Routine Proceedings,Interparliamentary Delegations,,"Mr. Speaker, pursuant to Standing Order 34(1) I have the honour to present to the House a report from the Canadian branch of the Commonwealth Parliamentary Association concerning the 48th CPA conference which was held from September 6 to 14, 2002, in Windhoek, Namibia.",Liberal,Parkdale--High Park,Sarmite Bulte,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=476c3953-0211-47f5-9f19-152383e70835&Language=E&Section=ALL
4228848,ca.proc.d.2002-10-31.1690.7,2002-10-31,270eed77-cf5d-4c14-9ee8-2e8ad61fba99,304,"Mr. Bryon Wilfert (Parliamentary Secretary to the Minister of Finance, Lib.)",,Routine Proceedings,Interparliamentary Delegations,,"Mr. Speaker, pursuant to Standing Order 34(1) I have the honour to present to the House, in both official languages, the report of the 9th General Assembly of the Asia-Pacific Parliamentarians Conference on the Environment and Development held in Seoul, Korea, in July 2002.
I also have the honour to present to the House, in both official languages, the report of the 23rd General Assembly of the ASEAN Inter-Parliamentary Organization, IPO, held in Hanoi, Vietnam, in September 2002.",Liberal,Oak Ridges,Bryon Wilfert,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=270eed77-cf5d-4c14-9ee8-2e8ad61fba99&Language=E&Section=ALL
4228849,ca.proc.d.2002-10-31.1690.8,2002-10-31,3176068f-62ee-4b2f-aacd-1131201c6db1,242,"Mr. Geoff Regan (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Interparliamentary Delegations,,"Mr. Speaker, pursuant to Standing Order 34(1) I have the honour to present to the House, on behalf of the hon. member for Lac-Saint-Louis who could not be here at the moment, in both official languages, the report of the Canadian delegation of the Canada-Europe Parliamentary Association to the Organization for Security and Co-operation in Europe Parliamentary Assembly's 11th annual session in Berlin, Germany, from July 6 to 10, 2002.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3176068f-62ee-4b2f-aacd-1131201c6db1&Language=E&Section=ALL
4228850,ca.proc.d.2002-10-31.1690.9,2002-10-31,c9acbca8-dd17-4051-985e-bf42755cd6ad,3132,"Mr. Chuck Cadman (Surrey North, Canadian Alliance)",,Routine Proceedings,Young Offenders Act,,"
moved for leave to introduce Bill C-281, an act to amend the Young Offenders Act.

Mr. Speaker, I am reintroducing this bill that would amend the Young Offenders Act to make an offence set out in section 7.2 as a hybrid offence. It deals with parental accountability with respect to signed undertakings to supervise court imposed conditions for interim release.
The bill was originally introduced in the 36th Parliament as Bill C-260 and as C-235 in the previous session of this Parliament. The Minister of Justice has recognized the value of this legislation as it has been incorporated verbatim in the new youth criminal justice act slated to take effect on April 1, 2003.
While some may say it is therefore redundant, it is my intention to keep this proposed amendment on the order paper as long as the Young Offenders Act remains the law of the land.
(Motions deemed adopted, bill read the first time and printed)",Canadian Alliance,Surrey North,Chuck Cadman,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=c9acbca8-dd17-4051-985e-bf42755cd6ad&Language=E&Section=ALL
