basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4230172,ca.proc.d.2002-11-07.1695.0,2002-11-07,355f3edc-2f5f-4499-8f2d-1c0b533ab953,247,"Hon. Lucienne Robillard (President of the Treasury Board, Lib.)",,Routine Proceedings,Performance of Departments and Agencies,,"Mr. Speaker, in order to inform parliamentarians and Canadians about government performance, I have the honour to table, in both official languages, the 86 performance reports for departments and agencies.",Liberal,Westmount--Ville-Marie,Lucienne Robillard,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=355f3edc-2f5f-4499-8f2d-1c0b533ab953&Language=E&Section=ALL
4230173,ca.proc.d.2002-11-07.1695.1,2002-11-07,11e58957-eaed-4442-b284-2e18f91674d3,5142,"Hon. Martin Cauchon (Minister of Justice and Attorney General of Canada, Lib.)",,Routine Proceedings,Committees of the House,,"Mr. Speaker, pursuant to Standing Order 109, I have the honour to table, in both official languages, two copies of the government's response to the report of the Standing Committee on Justice and Human Rights pertaining to the liability of corporations.",Liberal,Outremont,Martin Cauchon,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=11e58957-eaed-4442-b284-2e18f91674d3&Language=E&Section=ALL
4230174,ca.proc.d.2002-11-07.1695.2,2002-11-07,690efc95-9200-41df-8551-244ce92b5807,4818,"Hon. Elinor Caplan (Minister of National Revenue, Lib.)",,Routine Proceedings,Canada Customs and Revenue Agency,,"Mr. Speaker, in accordance with Standing Order 32(2) I have the honour to present, in both official languages, the second annual report of the Canada Customs and Revenue Agency to Parliament for the year ending March 31, 2002.",Liberal,Thornhill,Elinor Caplan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=690efc95-9200-41df-8551-244ce92b5807&Language=E&Section=ALL
4230175,ca.proc.d.2002-11-07.1695.3,2002-11-07,7ef30003-93b8-4c4c-8f36-ea2ce7dfbb39,5024,"Mr. Mark Assad (Parliamentary Secretary to the Minister of Citizenship and Immigration, Lib.)",,Routine Proceedings,Committees of the House,,"Mr. Speaker, pursuant to Standing Order 109, I have the honour to table, in both official languages, for the Minister of Citizenship and Immigration, the government's response to the report of the Standing Committee on Citizenship and Immigration entitled “Competing for Immigrants”.",Liberal,Gatineau,Mark Assad,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7ef30003-93b8-4c4c-8f36-ea2ce7dfbb39&Language=E&Section=ALL
4230176,ca.proc.d.2002-11-07.1695.4,2002-11-07,3176068f-62ee-4b2f-aacd-1131201c6db1,242,"Mr. Geoff Regan (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8) I have the honour to table, in both official languages, the government's response to three petitions.",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3176068f-62ee-4b2f-aacd-1131201c6db1&Language=E&Section=ALL
4230177,ca.proc.d.2002-11-07.1695.5,2002-11-07,3176068f-62ee-4b2f-aacd-1131201c6db1,242,"Mr. Geoff Regan (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Committees of the House,,"Mr. Speaker, I have the honour to present the eighth report of the Standing Committee on Procedure and House Affairs regarding the associate membership of some committees of the House, and I should like to move concurrence at this time.
(Motion agreed to)",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3176068f-62ee-4b2f-aacd-1131201c6db1&Language=E&Section=ALL
4230178,ca.proc.d.2002-11-07.1695.6,2002-11-07,2776efff-9dde-480e-952c-f73e3ae47719,3127,"Mr. Jim Gouk (Kootenay—Boundary—Okanagan, Canadian Alliance)",,Routine Proceedings,Petitions,,"Mr. Speaker, the petitioners from my riding draw to the attention of the House that the creation and use of child pornography is condemned by a clear majority of Canadians, but the courts have not applied the current child pornography laws in a way to make it clear that such exploitation of children will always be met with swift punishment.
Therefore, the petitioners call upon Parliament to protect our children by taking all necessary steps to ensure that all material which promotes or glorifies pedophilia or sado-masochistic activities involving children be outlawed.",Canadian Alliance,Kootenay--Boundary--Okanagan,Jim Gouk,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2776efff-9dde-480e-952c-f73e3ae47719&Language=E&Section=ALL
4230179,ca.proc.d.2002-11-07.1695.7,2002-11-07,271b9d41-1d28-4ac0-8a43-39773260f1a0,106,"Mr. Joe Fontana (London North Centre, Lib.)",,Routine Proceedings,Petitions,,"Mr. Speaker, it is my honour to present, pursuant to Standing Order 36, four petitions.
The first petition concerns the case of Mr. Steven Truscott. My constituents are asking the Minister of Justice to re-examine the case and to ensure that justice is being restored to Mr. Truscott.",Liberal,London North Centre,Joe Fontana,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=271b9d41-1d28-4ac0-8a43-39773260f1a0&Language=E&Section=ALL
4230180,ca.proc.d.2002-11-07.1695.8,2002-11-07,271b9d41-1d28-4ac0-8a43-39773260f1a0,106,"Mr. Joe Fontana (London North Centre, Lib.)",,Routine Proceedings,Petitions,,"Mr. Speaker, pursuant to Standing Order 36, I would like to present the other three petitions to the House. These petitions are signed by more than 200 constituents from London. The petitioners call upon Parliament to protect our children and to condemn child pornography.",Liberal,London North Centre,Joe Fontana,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=271b9d41-1d28-4ac0-8a43-39773260f1a0&Language=E&Section=ALL
4230181,ca.proc.d.2002-11-07.1695.9,2002-11-07,80c817d1-aef2-4352-a497-c58cd1ee932e,2313,"Mr. Janko Peric (Cambridge, Lib.)",,Routine Proceedings,Petitions,,"Mr. Speaker, I have the honour to present a petition with 50 signatures from concerned constituents in my riding of Cambridge. My constituents draw to the attention of the House that a majority of Canadians condemn the creation and use of child pornography.
The petitioners call upon Parliament to take the necessary steps to outlaw all materials that promote or glorify child pornography.",Liberal,Cambridge,Janko Peric,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80c817d1-aef2-4352-a497-c58cd1ee932e&Language=E&Section=ALL
4230182,ca.proc.d.2002-11-07.1695.10,2002-11-07,febe5b3f-1a40-472b-873d-11be938a0e59,246,"Mr. Gerry Ritz (Battlefords—Lloydminster, Canadian Alliance)",,Routine Proceedings,Petitions,,"Mr. Speaker, I am happy to stand today to present three petitions on behalf of my constituents.
The first petition calls for the protection of children to be paramount. The government should take action to condemn the creation and use of child pornography because the majority of Canadians are already doing so.
The petitioners therefore call upon Parliament to protect our children by taking all the necessary steps to ensure that all materials which promote or glorify pedophilia or sado-masochistic activities involving children are henceforth outlawed.",Canadian Alliance,Battlefords--Lloydminster,Gerry Ritz,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=febe5b3f-1a40-472b-873d-11be938a0e59&Language=E&Section=ALL
